"","530
002","8","3.563","37.5","37.5","25.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Print&Electronic Media Dsgn","Course Total","11","3.682","54.5","27.3","18.2",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Web Design for the Sciences","001
532","16","3.308","31.3","6.3","31.3","6.3","6.3",".","",".","","18.8",".","",".",".","",".","",".","",".",".","."
"Internship","601
002","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","134","3.600","42.5","33.6","12.7","2.2","2.2","",".","",".","2.2","",".","3.0","",".","",".","",".","1.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.611","27.3","45.5","9.1",".",".","",".","",".",".","",".",".","",".","",".","",".","18.2",".","."
"Sophomore","","20","3.750","60.0","30.0","10.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.759","66.7","25.9","3.7",".","3.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","74","3.500","31.1","36.5","17.6","2.7","2.7","",".","",".","4.1","",".","5.4","",".","",".","",".",".",".","."
"Undergraduates","","132","3.606","42.4","34.1","12.9","1.5","2.3","",".","",".","2.3","",".","3.0","",".","",".","",".","1.5",".","."
"Graduate","","2","3.250","50.0",".",".","50.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","134","3.600","42.5","33.6","12.7","2.2","2.2","",".","",".","2.2","",".","3.0","",".","",".","",".","1.5",".","."
