"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","110
006","10","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"","110
007","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","24","",".",".",".",".",".",".",".",".",".","95.8","4.2",".",".",".",".","."
"","116
002","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","15","",".",".",".",".",".",".",".",".",".","80.0","20.0",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","32","",".",".",".",".",".",".",".",".",".","90.6","9.4",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","002
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
003","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","117
004","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","006
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL: Academic Writing I","Course Total","82","",".",".",".",".",".",".",".",".",".","96.3","3.7",".",".",".",".","."
"","118
001","14","3.286","21.4","42.9","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","002
118","15","3.367","33.3","20.0","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","16","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
118","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
118","15","3.533","53.3","6.7","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","16","3.750","62.5","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","91","3.571","52.7","17.6","22.0","6.6","1.1",".",".",".",".",".",".",".",".",".",".","."
"","122
001","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"","122
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","27","",".",".",".",".",".",".",".",".",".","96.3","3.7",".",".",".",".","."
"The Bible in English Tradition","151
001","79","3.045","13.9","22.8","35.4","19.0","5.1","1.3","1.3","1.3",".",".",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","225","3.132","14.7","30.7","33.3","12.4","6.2","0.9","0.9","0.9",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","002
168","145","3.228","17.2","32.4","40.0","6.2","2.1","0.7","1.4",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","169
001","290","3.220","17.9","32.4","35.2","10.0","1.4","1.4","1.0","0.7",".",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","173
001","272","3.293","26.1","29.8","26.1","11.8","3.7","0.7","0.4","1.5",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","33","3.727","66.7","30.3",".",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"","182
001","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
002","14","3.786","71.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","29","3.655","51.7","31.0","13.8","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
201","16","3.375","31.3","31.3","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","201
003","16","3.063","12.5","25.0","31.3","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","201
004","17","3.265","29.4","29.4","35.3",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","005
201","19","3.632","57.9","31.6","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","006
201","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
201","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","14","3.250","28.6","14.3","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","201
009","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","16","3.375","31.3","31.3","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","159","3.503","43.4","29.6","18.9","4.4","2.5","0.6","0.6",".",".",".",".",".",".",".",".","."
"","001
203","19","3.526","26.3","57.9","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","16","3.313","25.0","25.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 200 of 397",""
