"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3156","3.331","36.8","23.3","20.3","8.8","5.2","1.7","0.6","2.5","",".","0.4",".","0.2","0.1","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","138","3.158","18.1","28.3","31.2","13.0","6.5","0.7","0.7",".","",".",".",".",".",".","1.4",".","."
"Sophomore","","419","3.290","30.5","23.2","29.6","9.1","6.9","0.5","0.2",".","",".",".",".",".",".",".",".","."
"Junior","","818","3.302","35.2","24.1","22.0","9.8","5.1","2.3","0.6","0.5","",".","0.1",".",".",".","0.1","0.1","."
"Senior","","1580","3.338","38.7","24.1","17.9","8.5","5.3","2.0","0.6","1.8","",".","0.8",".",".","0.3","0.1","0.1","."
"Undergraduates","","2955","3.312","35.6","24.2","21.3","9.1","5.5","1.8","0.6","1.1","",".","0.4",".",".","0.1","0.1","0.1","."
"Special","","19","3.106","42.1","10.5","10.5","15.8",".",".","10.5","10.5","",".",".",".",".",".",".",".","."
"Graduate","","160","3.866","58.1","8.8","2.5","0.6","0.6",".",".","25.6","",".",".",".","3.8",".",".",".","."
"Prof Yr 2","","6","2.833",".","16.7",".","33.3",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","16","3.438","37.5","25.0","25.0","12.5",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","22","3.342","27.3","22.7","18.2","18.2",".",".",".","13.6","",".",".",".",".",".",".",".","."
"","College Total","3156","3.331","36.8","23.3","20.3","8.8","5.2","1.7","0.6","2.5","",".","0.4",".","0.2","0.1","0.1","0.1","."
