"","575
004","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clinical Lab Science Practicum","Course Total","17","3.769","70.6","23.5","5.9",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Seminar-Clinical Cytogenetics","610
001","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Current Issues Seminar","640
001","22","3.955","90.9","9.1",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"CLNLABSC
628","Dept. Total","217","3.375","37.3","20.7","36.9","2.8","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.364","9.1","54.5","36.4",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","24","3.216","12.5","25.0","54.2","4.2","4.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","182","3.397","42.3","18.1","34.6","2.7","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","217","3.375","37.3","20.7","36.9","2.8","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","217","3.375","37.3","20.7","36.9","2.8","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
