"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","8","3.694","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Assess&Treat Chld&Adolescnt","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","","3","***","","","","","","","","","","","","","","","",""
"801","001","","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"801","002","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","006","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","011","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"801","013","","20","3.900","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","014","","16","3.967","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","015","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","016","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","117","3.947","90.6","6.8","1.7",".",".",".",".",".",".",".",".",".","0.9",".",".","."
"820
Women and Mental Health","001","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"823
Family Law II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"841
Administration-Social Work","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"842
Consultatn&Suprvsn-Soc Work","001","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"861
Recent Developmnts-Soc Work","001","","23","3.935","95.7",".",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"862
Recent Developmnts-Soc Work","001","","23","4.000","87.0",".",".",".",".",".",".","8.7",".",".",".",".",".",".","4.3","."
"863
Recent Developmnts-Soc Work","001","","15","3.567","46.7","33.3","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"865
Recent Developmnts-Soc Work","001","","10","3.750","80.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"867
Recent Developmnts-Soc Work","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923
Family Violence","001","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"935
Com Mental Health Services","001","","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"940
Ethicl Behav-Soc Work Pract","001","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"942
Philos-Sci & Thry-Appl Rsch","001","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
