"","990
014","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
015","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis-Research","Course Total","23","",".",".",".",".",".",".",".","95.7","4.3",".",".",".","",".",".",".","."
"CBE
220","Dept. Total","767","3.059","28.2","14.0","19.6","10.6","10.6","3.5","1.2","11.3","0.3","0.8",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","30","2.701","13.3","10.0","16.7","30.0","26.7","3.3",".",".",".",".",".",".","",".",".",".","."
"Junior","","141","2.824","25.5","13.5","20.6","14.2","14.2","10.6","1.4",".",".",".",".",".","",".",".",".","."
"Senior","","409","3.052","30.1","15.9","24.9","12.5","12.7","2.7","1.2",".",".",".",".",".","",".",".",".","."
"Undergraduates","","580","2.974","28.1","15.0","23.4","13.8","13.8","4.7","1.2",".",".",".",".",".","",".",".",".","."
"Special","","5","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","186","3.602","29.6","10.2","6.5","0.5","0.5",".","1.1","46.8","1.1","3.2",".","0.5","",".",".",".","."
"","Dept. Total","771","3.059","28.5","13.9","19.5","10.5","10.5","3.5","1.2","11.3","0.3","0.8",".","0.1","",".",".",".","."
