"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","",""
"Intro-Rural Sociol&Development","140","001","15","2.933","26.7","6.7","26.7","33.3",".",".","6.7",".",".",".",".",".",".",".",".","."
"Survey of Sociology","210","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gender & Work-Rural America","215","001","13","2.654","7.7","7.7","30.8","15.4","38.5",".",".",".",".",".",".",".",".",".",".","."
"Envir, Nat Rsrce & Communty","248","001","19","3.184","26.3","15.8","36.8","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"People&Places:Demog-Rur Am","266","001","10","3.222","40.0","20.0","10.0",".","10.0","10.0",".","10.0",".",".",".",".",".",".",".","."
"Independent Study","299","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Biotechnology and Society","311","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues in Food Systems","340","001","7","3.750","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stats for Sociologists I","360","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","375","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","375","002","10","3.200","20.0","20.0","50.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","13","3.308","30.8","15.4","46.2",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"People, Wildlife & Landscapes","434","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Care Iss:Ind, Fam, Soc","532","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Bhv & Natural Resources","541","001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Agriculture,Technol&Society","612","001","8","3.563","50.0","37.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Critical Sociol","622","001","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern American Communities","645","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","699","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods-Qualitative Resch","755","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","875","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch:Sci,Tech,Ag,Rscs&Envir","985","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Reading and Research","999","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
