"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Trusts and Estates","733
001","44","3.403","25.0","18.2","22.7","2.3",".","2.3",".","29.5",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","36","3.944","44.4","5.6",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Constitutional Law II","740
001","106","3.592","33.0","18.9","19.8",".",".",".",".","28.3",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","40","3.487","40.0","25.0","22.5","10.0",".",".",".","2.5",".",".",".",".",".",".",".","."
"","743
001","17","3.588","23.5","70.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","29","3.655","41.4","48.3","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","57","3.484","19.3","15.8","17.5","1.8",".",".",".","45.6",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trademarks","749
001","29","3.518","44.8","27.6","17.2","3.4",".","3.4",".","3.4",".",".",".",".",".",".",".","."
"Patent Law","751
001","27","3.462","44.4","14.8","33.3",".",".","3.7",".","3.7",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","32","3.630","43.8","18.8","21.9",".",".",".",".","15.6",".",".",".",".",".",".",".","."
"Use of Trusts-Estate Planning","001
772","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law and the Elderly","773
001","11","3.455","54.5",".","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","801
001","21","3.675","52.4","23.8","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","002
801","52","3.636","44.2","19.2","21.2",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"Evidence","Course Total","73","3.648","46.6","20.5","20.5",".",".",".",".","12.3",".",".",".",".",".",".",".","."
"","802
001","86","3.564","46.5","19.8","33.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
802","78","3.491","29.5","12.8","24.4",".",".","1.3",".","32.1",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","164","3.536","38.4","16.5","29.3",".",".","0.6",".","15.2",".",".",".",".",".",".",".","."
"","808
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
808","9","3.950","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","21","3.982","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","18","4.000","55.6",".",".",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"","815
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
005","18","3.611","50.0","22.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","91","3.886","60.4","4.4","5.5",".",".",".",".","29.7",".",".",".",".",".",".",".","."
"","001
817","49","3.531","42.9","20.4","36.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","817
002","24","3.682","50.0","25.0","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Business Organizations I","Course Total","73","3.577","45.2","21.9","30.1",".",".",".",".","2.7",".",".",".",".",".",".",".","."
"Creditors & Debtors Rights","821
001","24","3.500","33.3","12.5","33.3",".",".",".",".","20.8",".",".",".",".",".",".",".","."
"Family Law I","822
001","35","3.444","25.7","17.1","34.3",".",".",".",".","22.9",".",".",".",".",".",".",".","."
"Family Law II","001
823","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","29","3.569","44.8","27.6","24.1","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","16","3.533","43.8","12.5","37.5",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Local Government Law","834
001","18","3.393","50.0",".","16.7","5.6",".",".","5.6","22.2",".",".",".",".",".",".",".","."
"Remedies","839
001","22","3.600","36.4","18.2","4.5","9.1",".",".",".","31.8",".",".",".",".",".",".",".","."
"Taxation II","840
001","29","3.500","37.9","6.9","27.6",".","3.4",".",".","24.1",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Environmental Law","848
001","32","3.500","25.0","28.1","18.8","3.1",".",".",".","25.0",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 321 of 397",""
