"","991
056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","33","",".",".",".",".",".",".",".","72.7",".",".",".","27.3",".",".",".","."
"Independent Study-Nutrition","993
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NUTR SCI
694","Dept. Total","1223","2.806","19.1","14.2","18.2","12.4","23.3","4.2","1.2","5.0",".","1.1","0.1","0.7","0.1","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","311","2.521","9.0","11.9","19.0","15.8","35.4","5.8","2.6",".",".",".",".",".",".",".",".","0.6"
"Sophomore","","321","2.839","17.8","13.4","23.4","14.6","26.5","2.2","0.6","0.3",".","0.3",".",".",".","0.3",".","0.6"
"Junior","","200","2.748","14.0","17.0","21.5","14.5","24.0","6.0","1.0","1.5",".","0.5",".",".",".",".",".","."
"Senior","","257","3.055","30.7","15.2","13.2","9.7","14.4","5.4","0.4","5.8",".","4.3","0.4",".","0.4",".",".","."
"Undergraduates","","1089","2.774","17.6","14.0","19.4","13.8","25.7","4.7","1.2","1.7",".","1.2","0.1",".","0.1","0.1",".","0.4"
"Special","","14","3.221","50.0","21.4","14.3",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"Graduate","","108","3.533","25.0","16.7","7.4","0.9","1.9",".","0.9","38.9",".",".",".","8.3",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","2.667","33.3",".",".",".","66.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","8","3.563","62.5",".","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","12","3.375","58.3",".","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1223","2.806","19.1","14.2","18.2","12.4","23.3","4.2","1.2","5.0",".","1.1","0.1","0.7","0.1","0.1",".","0.3"
