"ALS","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","138","3.269","38.4","14.5","21.0","10.1","8.7","0.7","0.7","5.1","",".",".","",".","0.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.000","40.0","40.0",".",".",".",".","20.0",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","18","3.500","50.0","16.7","22.2","5.6","5.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","41","3.059","22.0","19.5","26.8","14.6","14.6","2.4",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","44","3.093","22.7","13.6","31.8","15.9","11.4",".",".","4.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","108","3.144","27.8","17.6","26.9","13.0","11.1","0.9","0.9","1.9","",".",".","",".",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","28","3.971","75.0","3.6",".",".",".",".",".","17.9","",".",".","",".","3.6","",".",".",".","."
"","Dept. Total","138","3.269","38.4","14.5","21.0","10.1","8.7","0.7","0.7","5.1","",".",".","",".","0.7","",".",".",".","."
