"Adv Urban Land Economics","875
001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Smr-Urban Land Econ PhD","978
001","4","***","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Real Estate","990
083","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"REAL EST
239","Dept. Total","630","3.423","36.8","29.5","18.3","7.9","3.0","1.1","0.3","2.1","0.2",".","",".","",".","0.2",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Junior","","115","3.250","26.1","33.0","18.3","14.8","5.2","1.7",".","0.9",".",".","",".","",".",".",".",".","."
"Senior","","330","3.316","26.7","32.1","23.6","8.5","3.3","1.5","0.6","3.0",".",".","",".","",".","0.3",".","0.3","."
"Undergraduates","","445","3.299","26.5","32.4","22.2","10.1","3.8","1.6","0.4","2.5",".",".","",".","",".","0.2",".","0.2","."
"Special","","10","3.596","50.0","20.0","10.0","10.0",".",".",".",".","10.0",".","",".","",".",".",".",".","."
"Graduate","","168","3.731","61.9","23.2","8.3","2.4","1.2",".",".","1.2",".",".","",".","",".",".",".","1.8","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","630","3.423","36.8","29.5","18.3","7.9","3.0","1.1","0.3","2.1","0.2",".","",".","",".","0.2",".","0.6","."
