"","990
090","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
091","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
096","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","91","",".",".",".",".",".",".",".","90.1",".",".",".","9.9","",".",".",".","."
"MICROBIO
192","Dept. Total","1268","3.137","31.2","16.9","22.8","9.1","10.2","1.2","0.4","7.2",".",".",".","0.8","",".","0.1","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","2.862","17.5","22.5","27.5","5.0","22.5","2.5","2.5",".",".",".",".",".","",".",".",".","."
"Sophomore","","241","2.952","20.7","17.8","24.1","19.9","14.5","2.1",".","0.4",".",".",".",".","",".","0.4",".","."
"Junior","","306","3.030","17.6","24.8","30.4","10.5","14.4","2.0",".",".",".",".",".",".","",".",".",".","0.3"
"Senior","","354","3.171","33.9","16.9","27.7","8.8","10.7","0.8","0.8",".",".",".",".",".","",".",".","0.3","."
"Undergraduates","","941","3.048","24.5","20.0","27.6","12.0","13.4","1.6","0.4","0.1",".",".",".",".","",".","0.1","0.1","0.1"
"Special","","18","2.870","16.7","16.7","33.3","11.1","11.1",".","5.6",".",".",".",".",".","",".",".",".","5.6"
"Graduate","","308","3.733","51.9","7.5","7.5",".","0.3",".",".","29.2",".",".",".","3.2","",".",".","0.3","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1268","3.137","31.2","16.9","22.8","9.1","10.2","1.2","0.4","7.2",".",".",".","0.8","",".","0.1","0.2","0.2"
