"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","27","2.889","22.2",".","59.3",".","7.4","7.4","3.7",".",".",".",".",".",".",".",".","."
"","002
100","23","2.413","26.1",".","26.1","4.3","21.7","4.3","17.4",".",".",".",".",".",".",".",".","."
"","100
003","36","2.778","16.7","5.6","47.2","5.6","16.7","2.8","5.6",".",".",".",".",".",".",".",".","."
"","100
004","21","3.000","23.8","9.5","42.9",".","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","100
005","40","3.013","15.0","2.5","67.5",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"","100
006","28","3.054","25.0","10.7","39.3",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","007
100","38","3.303","34.2","5.3","52.6","2.6","5.3",".",".",".",".",".",".",".",".",".",".","."
"","008
100","27","3.000","33.3","3.7","29.6","11.1","18.5",".","3.7",".",".",".",".",".",".",".",".","."
"","009
100","48","2.823","16.7","6.3","43.8","4.2","22.9","6.3",".",".",".",".",".",".",".",".",".","."
"","100
010","25","2.940","24.0","4.0","52.0",".","8.0","12.0",".",".",".",".",".",".",".",".",".","."
"","011
100","39","2.628","17.9","5.1","38.5","7.7","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"","100
012","38","2.711","18.4","5.3","39.5","5.3","18.4","10.5","2.6",".",".",".",".",".",".",".",".","."
"","100
013","25","2.620","24.0","4.0","28.0",".","28.0","12.0","4.0",".",".",".",".",".",".",".",".","."
"","014
100","38","2.908","26.3","2.6","47.4",".","10.5","13.2",".",".",".",".",".",".",".",".",".","."
"","015
100","44","2.773","11.4","2.3","61.4","2.3","15.9","2.3","4.5",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","497","2.860","21.5","4.4","46.3","3.0","16.3","5.4","3.0",".",".",".",".",".",".",".",".","."
"","211
001","17","3.206","23.5","23.5","35.3","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","211
002","26","3.154","34.6","7.7","38.5","7.7","3.8","7.7",".",".",".",".",".",".",".",".",".","."
"","211
003","21","3.071","28.6","9.5","42.9","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","211
004","26","3.404","34.6","19.2","42.3",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","211
005","24","3.208","25.0","12.5","45.8","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","211
006","37","3.351","21.6","32.4","43.2",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","211
007","40","3.225","27.5","17.5","42.5","7.5","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"","211
008","22","3.024","36.4","13.6","27.3",".","4.5","4.5","9.1","4.5",".",".",".",".",".",".",".","."
"","211
009","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
010","23","3.217","26.1","21.7","34.8","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","011
211","35","3.200","22.9","14.3","51.4","2.9","8.6",".",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","279","3.232","28.3","18.3","40.5","4.3","5.7","1.1","1.4","0.4",".",".",".",".",".",".",".","."
"","001
300","43","3.464","37.2","30.2","23.3","4.7",".","2.3",".","2.3",".",".",".",".",".",".",".","."
"","002
300","43","2.881","7.0","20.9","30.2","25.6","11.6","2.3",".",".",".",".",".",".",".","2.3",".","."
"","003
300","43","3.333","44.2","9.3","23.3","14.0","4.7","2.3",".",".","2.3",".",".",".",".",".",".","."
"","300
005","36","3.057","16.7","22.2","36.1","5.6","13.9","2.8",".","2.8",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","165","3.189","26.7","20.6","27.9","12.7","7.3","2.4",".","1.2","0.6",".",".",".",".","0.6",".","."
"","001
301","19","3.184","21.1","42.1","15.8","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","301
002","34","3.265","23.5","38.2","23.5","8.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"","301
003","34","3.397","26.5","35.3","29.4","8.8",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","28","3.125","32.1","10.7","28.6","14.3","10.7","3.6",".",".",".",".",".",".",".",".",".","."
"","301
005","38","3.184","31.6","10.5","31.6","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","153","3.239","27.5","26.1","26.8","11.1","5.9","2.6",".",".",".",".",".",".",".",".",".","."
"","302
001","34","3.091","32.4",".","41.2",".","23.5",".",".","2.9",".",".",".",".",".",".",".","."
"","302
002","32","3.219","28.1",".","65.6",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","66","3.154","30.3",".","53.0",".","15.2",".",".","1.5",".",".",".",".",".",".",".","."
"","310
001","25","2.854","8.0","8.0","48.0","20.0","8.0","4.0",".",".",".",".",".",".",".","4.0",".","."
"","310
002","31","3.242","19.4","19.4","51.6","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","56","3.073","14.3","14.3","50.0","14.3","3.6","1.8",".",".",".",".",".",".",".","1.8",".","."
