"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","71","3.190","36.6","23.9","16.9","5.6","9.9","4.2","2.8",".","",".","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","300
001","","7","3.429","28.6","28.6","42.9",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","78","3.212","35.9","24.4","19.2","5.1","9.0","3.8","2.6","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","12","2.708","25.0","25.0","16.7",".","8.3","16.7","8.3","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","36","3.167","27.8","22.2","25.0","11.1","11.1","2.8",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","23","3.543","47.8","30.4","13.0",".","8.7",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","3.214","57.1","14.3","14.3",".",".",".","14.3","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","78","3.212","35.9","24.4","19.2","5.1","9.0","3.8","2.6","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","78","3.212","35.9","24.4","19.2","5.1","9.0","3.8","2.6","",".","",".",".","",".","",".","",".",".",".","."
