"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","640","3.345","33.3","27.8","21.1","5.3","3.6","1.3","2.2","2.0","0.3","1.7","",".","",".","0.5","0.3","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.114","25.6","30.2","25.6","7.0","2.3","2.3","7.0",".",".",".","",".","",".",".",".",".","."
"Sophomore","","172","3.315","27.9","31.4","25.0","9.3","1.7","2.3","1.2","0.6",".",".","",".","",".","0.6",".",".","."
"Junior","","206","3.352","38.8","28.6","17.0","4.9","4.9","1.0","3.4",".","0.5","0.5","",".","",".","0.5",".",".","."
"Senior","","203","3.413","35.0","24.6","22.2","2.5","4.4","0.5","1.0","2.5","0.5","4.9","",".","",".","0.5","1.0","0.5","."
"Undergraduates","","624","3.342","33.7","28.2","21.5","5.4","3.7","1.3","2.2","1.0","0.3","1.8","",".","",".","0.5","0.3","0.2","."
"Special","","13","3.750","15.4","15.4",".",".",".",".",".","46.2",".",".","",".","",".",".",".","23.1","."
"Graduate","","3","3.500","33.3",".","33.3",".",".",".",".","33.3",".",".","",".","",".",".",".",".","."
"","Dept. Total","640","3.345","33.3","27.8","21.1","5.3","3.6","1.3","2.2","2.0","0.3","1.7","",".","",".","0.5","0.3","0.6","."
