"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","",""
"","350
001","209","3.048","11.0","27.3","35.4","15.8","9.1","1.4",".",".",".",".",".",".",".",".",".","."
"","002
350","125","3.120","12.8","31.2","36.8","12.0","4.0","3.2",".",".",".",".",".",".",".",".",".","."
"Mgmt-Serv&Manufctng Operatn","Course Total","334","3.075","11.7","28.7","35.9","14.4","7.2","2.1",".",".",".",".",".",".",".",".",".","."
"Principles & Tech-Qual Mgmt","351
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Operations Research II","411
001","18","3.333","16.7","44.4","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Facilities Location Models","578
001","19","3.658","47.4","36.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Business Logistics Analysis","640
001","16","3.250","31.3","18.8","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"Simulation Modeling & Analysis","642
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Operations Research II","711
001","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","730
001","35","3.412","31.4","28.6","28.6","5.7","2.9",".",".",".",".",".",".",".",".","2.9",".","."
"","002
730","31","3.400","32.3","29.0","25.8","3.2","6.5",".",".","3.2",".",".",".",".",".",".",".","."
"Managerial Economics","Course Total","66","3.406","31.8","28.8","27.3","4.5","4.5",".",".","1.5",".",".",".",".",".","1.5",".","."
"Logistics Strategy","001
746","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","750
001","26","3.750","69.2","15.4","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","750
002","27","3.712","55.6","29.6","7.4","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"","030
750","38","3.592","57.9","21.1","7.9","7.9","5.3",".",".",".",".",".",".",".",".",".",".","."
"Operations Management","Course Total","91","3.672","60.4","22.0","8.8","5.5","2.2",".",".","1.1",".",".",".",".",".",".",".","."
"Intl Operations: Probs&Adm","755
001","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","765
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Qual&Prodtvty Imprvmt","770
001","33","3.833","69.7","27.3","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
058","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
143","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","Course Total","6","3.273","66.7",".",".",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"Plan-Qual/New Servc&Prodct","860
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Operations Management","875
001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
076","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","Course Total","3","***","","","","","","","","","","","","","","","",""
"","999
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Read&Rsch-Oper&Info Mgt PhD","Course Total","2","***","","","","","","","","","","","","","","","",""
