"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","340
001","27","2.722","14.8",".","25.9","40.7","14.8","3.7",".",".",".",".",".",".",".",".",".","."
"","340
002","31","2.742","6.5","12.9","41.9","12.9","22.6",".","3.2",".",".",".",".",".",".",".",".","."
"","340
003","30","2.633","10.0","10.0","26.7","23.3","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","Course Total","88","2.699","10.2","8.0","31.8","25.0","19.3","4.5","1.1",".",".",".",".",".",".",".",".","."
"","342
002","40","2.575","12.5","12.5","20.0","12.5","35.0","2.5","5.0",".",".",".",".",".",".",".",".","."
"","342
003","35","2.771","2.9","31.4","22.9","20.0","14.3","8.6",".",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","Course Total","75","2.667","8.0","21.3","21.3","16.0","25.3","5.3","2.7",".",".",".",".",".",".",".",".","."
"","349
001","12","3.292","33.3","8.3","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
349","15","3.467","33.3","26.7","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
003","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
005","16","3.531","43.8","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","349
006","13","3.269","23.1","30.8","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","349
007","11","2.955",".","9.1","72.7","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","98","3.485","39.8","25.5","26.5","8.2",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","22","3.795","59.1","40.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
002","53","2.509","7.5","13.2","22.6","24.5","18.9","7.5","5.7",".",".",".",".",".",".",".",".","."
"","003
361","32","2.625","12.5","9.4","12.5","46.9","9.4","6.3","3.1",".",".",".",".",".",".",".",".","."
"","361
004","33","2.833","12.1","15.2","24.2","36.4","9.1",".","3.0",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","118","2.631","10.2","12.7","20.3","33.9","13.6","5.1","4.2",".",".",".",".",".",".",".",".","."
"","363
001","27","2.889","14.8","14.8","40.7","14.8","7.4","3.7","3.7",".",".",".",".",".",".",".",".","."
"","363
002","34","3.088","17.6","20.6","44.1","8.8","5.9",".","2.9",".",".",".",".",".",".",".",".","."
"","363
003","35","3.343","25.7","31.4","34.3","2.9","5.7",".",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","96","3.125","19.8","22.9","39.6","8.3","6.3","1.0","2.1",".",".",".",".",".",".",".",".","."
"","001
364","28","2.554","14.3","10.7","7.1","35.7","21.4","7.1","3.6",".",".",".",".",".",".",".",".","."
"","364
002","34","2.853","17.6","14.7","23.5","26.5","11.8","2.9","2.9",".",".",".",".",".",".",".",".","."
"","364
003","30","2.900","20.0","10.0","23.3","23.3","23.3",".",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","92","2.777","17.4","12.0","18.5","28.3","18.5","3.3","2.2",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","74","3.257","28.4","25.7","24.3","12.2","9.5",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","93","2.909","9.7","20.4","28.0","25.8","16.1",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","11","3.438","27.3","18.2","18.2","9.1",".",".",".","18.2",".",".",".",".",".",".","9.1","."
"","417
001","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","417
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","11","3.500","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
001","36","3.569","44.4","33.3","13.9","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","418
002","42","3.679","59.5","19.0","19.0","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","418
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","418
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","87","3.616","50.6","25.3","18.4","4.6",".",".",".",".",".",".",".",".","1.1",".",".","."
"","001
419","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","419
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","419
004","7","3.833","28.6","14.3",".",".",".",".",".",".",".",".",".",".","57.1",".",".","."
"","419
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 130 of 397",""
