"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Math&Comp Model-Physiol Sys","461
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neurobi II:Intr-Brain&Behav","524
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROPHY
680","Dept. Total","","4","3.500","25.0","50.0","25.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","3.750","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","3.750","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","4","3.500","25.0","50.0","25.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
