"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Thesis","Course Total","41","",".",".",".",".",".",".",".","82.9",".",".",".","9.8",".",".","7.3","."
"F&W ECOL
396","Dept. Total","445","3.384","43.4","14.4","13.5","6.5","4.7","1.3","1.3","13.3",".",".",".","0.9",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.507","64.9","8.1","13.5","5.4","2.7","2.7","2.7",".",".",".",".",".",".",".",".","."
"Sophomore","","62","3.508","61.3","17.7","9.7","4.8","1.6","1.6","3.2",".",".",".",".",".",".",".",".","."
"Junior","","60","3.265","40.0","20.0","21.7","8.3","6.7","1.7","1.7",".",".",".",".",".",".",".",".","."
"Senior","","141","3.160","31.9","19.1","20.6","13.5","10.6","1.4","1.4","1.4",".",".",".",".",".",".",".","."
"Undergraduates","","300","3.281","43.7","17.7","17.7","9.7","7.0","1.7","2.0","0.7",".",".",".",".",".",".",".","."
"Special","","12","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Graduate","","133","3.776","43.6","8.3","5.3",".",".","0.8",".","36.8",".",".",".","3.0",".",".","2.3","."
"","Dept. Total","445","3.384","43.4","14.4","13.5","6.5","4.7","1.3","1.3","13.3",".",".",".","0.9",".",".","0.7","."
