"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practcm-Secondry Sch French","246
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","60","3.975","96.7","1.7","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art","Course Total","","81","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Secndry Schl","334
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrumental Music-Sec","336
001","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
002","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
003","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elememtary Educ Practicum One","Course Total","","75","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","354
001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","21","3.810","90.5",".","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","59","3.924","94.9","1.7","1.7",".",".","1.7",".",".",".",".",".",".",".",".",".","."
"Teaching of Spanish","356
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
005","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
006","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","52","3.942","90.4","7.7","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","26","3.942","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
364","","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","75","3.947","90.7","8.0","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
004","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
