"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"A Taste of Computer Science","200
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","240
001","37","2.797","18.9","16.2","32.4","8.1","8.1","13.5","2.7",".",".",".",".",".",".",".",".","."
"","302
001","25","2.417","4.0","20.0","28.0","12.0","8.0","16.0","8.0","4.0",".",".",".",".",".",".",".","."
"","302
002","61","2.642","11.5","21.3","23.0","16.4","11.5","6.6","8.2","1.6",".",".",".",".",".",".",".","."
"","302
003","15","2.600","26.7","6.7","20.0","20.0","6.7","6.7","13.3",".",".",".",".",".",".",".",".","."
"","302
004","17","3.088","23.5","23.5","17.6","17.6","17.6",".",".",".",".",".",".",".",".",".",".","."
"","302
006","13","2.577",".","7.7","38.5","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"","302
007","12","3.000","16.7","16.7","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","008
302","15","2.800","13.3","20.0","26.7","20.0","13.3",".","6.7",".",".",".",".",".",".",".",".","."
"","302
010","14","2.231","21.4",".","14.3",".","28.6","21.4","7.1",".","7.1",".",".",".",".",".",".","."
"","302
012","13","2.423","23.1","7.7","15.4","15.4","7.7","23.1","7.7",".",".",".",".",".",".",".",".","."
"","015
302","12","2.636","8.3","16.7","25.0","16.7","16.7",".","8.3","8.3",".",".",".",".",".",".",".","."
"","302
016","8","2.438","12.5","12.5","12.5","25.0","12.5","25.0",".",".",".",".",".",".",".",".",".","."
"","302
018","15","2.433","6.7","13.3","33.3","20.0","6.7","6.7","13.3",".",".",".",".",".",".",".",".","."
"","302
020","7","2.643",".",".","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".","."
"","302
021","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","232","2.607","12.9","15.1","25.0","16.4","13.4","9.1","6.5","1.3","0.4",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","278","3.057","14.4","11.5","54.7","11.2","5.4","0.7","0.7",".",".",".",".",".",".","1.1","0.4","."
"","352
001","45","3.022","15.6","17.8","37.8","17.8","8.9","2.2",".",".",".",".",".",".",".",".",".","."
"","352
002","39","3.090","23.1","17.9","28.2","20.5","7.7","2.6",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","84","3.054","19.0","17.9","33.3","19.0","8.3","2.4",".",".",".",".",".",".",".",".",".","."
"","354
001","36","2.750","22.2","25.0","5.6","19.4","11.1","11.1","5.6",".",".",".",".",".",".",".",".","."
"","354
002","37","2.716","5.4","24.3","21.6","27.0","16.2",".","5.4",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","73","2.733","13.7","24.7","13.7","23.3","13.7","5.5","5.5",".",".",".",".",".",".",".",".","."
"","367
001","45","2.844","17.8","33.3","11.1","11.1","15.6","4.4","6.7",".",".",".",".",".",".",".",".","."
"","002
367","39","2.872","10.3","25.6","25.6","10.3","25.6","2.6",".",".",".",".",".",".",".",".",".","."
"","003
367","46","2.722","15.2","17.4","26.1","10.9","15.2","8.7","4.3",".","2.2",".",".",".",".",".",".","."
"","004
367","31","3.117","35.5","12.9","32.3","3.2","3.2","3.2","6.5",".","3.2",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","161","2.868","18.6","23.0","23.0","9.3","15.5","5.0","4.3",".","1.2",".",".",".",".",".",".","."
"Learn New Programming Lang","368
001","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","82","2.790","15.9","18.3","22.0","15.9","15.9","11.0",".",".",".",".",".",".",".","1.2",".","."
"Intro-Combinatrl Optimizatn","425
001","19","3.395","36.8","15.8","42.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","21","3.525","57.1","4.8","19.0","9.5","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Theoretical Comp Sci","520
001","20","3.200","40.0","15.0","15.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","002
525","34","2.971","38.2","8.8","26.5","2.9","8.8","8.8","5.9",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","45","3.134","20.0","33.3","26.7","11.1","2.2","6.7",".",".",".",".",".",".",".",".",".","."
"","537
001","53","3.129","37.7","18.9","13.2","11.3","13.2","3.8","1.9",".",".",".",".",".",".",".",".","."
"","537
002","50","3.516","40.0","34.0","18.0","6.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","103","3.315","38.8","26.2","15.5","8.7","7.8","1.9","1.0",".",".",".",".",".",".",".",".","."
"Thry & Desgn-Progrmg Langs","538
001","44","3.128","31.8","22.7","22.7","6.8","6.8",".","6.8",".","2.3",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","540
001","62","3.080","17.7","33.9","21.0","16.1","6.5","3.2","1.6",".",".",".",".",".",".",".",".","."
"Natural Lang & Computing","545
001","6","3.400","50.0",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".","16.7"
