"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3252","3.382","27.8","11.6","16.8","2.6","2.8","0.2","",".","37.8","",".",".",".","0.2","0.3",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","6","3.500","66.7",".","16.7","16.7",".",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","41","3.561","61.0","7.3","24.4","2.4","4.9",".","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","50","3.574","64.0","6.0","22.0","4.0","4.0",".","",".",".","",".",".",".",".",".",".",".","."
"Special","","9","3.273","22.2",".","11.1",".","11.1",".","",".","44.4","",".",".",".",".",".",".","11.1","."
"Graduate","","109","3.577","24.8","6.4","6.4","0.9","0.9",".","",".","46.8","",".",".",".","7.3","6.4",".",".","."
"Prof Yr 1","","691","3.328","22.9","14.6","25.5","3.9","4.6","0.3","",".","27.9","",".",".",".",".","0.3",".",".","."
"Prof Yr 2","","711","3.293","23.3","11.3","29.4","4.8","3.9","0.1","",".","27.1","",".",".",".",".",".",".",".","."
"Prof Yr 3","","948","3.262","25.9","19.6","14.9","2.0","2.8","0.3","",".","34.4","",".",".",".",".",".",".",".","."
"Prof Yr 4","","750","4.000","37.5",".",".",".",".",".","",".","62.4","",".",".",".",".","0.1",".",".","."
"Professionals","","3100","3.373","27.5","11.8","17.0","2.6","2.8","0.2","",".","38.1","",".",".",".",".","0.1",".",".","."
"","College Total","3268","3.382","27.9","11.5","16.7","2.5","2.8","0.2","",".","37.8","",".",".",".","0.2","0.3",".","0.0","."
