"Rdgs-Contemp Hebrew Lit","534
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Lit-Jewish Identity in Amer","593
001","6","2.667","16.7",".","66.7",".",".",".","","16.7",".",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","318","3.541","41.2","32.4","18.6","1.6","1.9","",".","0.9","3.1","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.563","42.9","38.1","14.3",".","4.8","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","92","3.559","39.1","40.2","19.6",".",".","",".","1.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","82","3.662","51.2","36.6","8.5",".","1.2","",".","1.2",".","",".",".","",".","",".","",".",".","1.2","."
"Senior","","119","3.418","35.3","23.5","26.1","4.2","3.4","",".","0.8","6.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","314","3.538","41.1","32.8","18.8","1.6","1.9","",".","1.0","2.5","",".",".","",".","",".","",".",".","0.3","."
"Special","","3","4.000","33.3",".",".",".",".","",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","318","3.541","41.2","32.4","18.6","1.6","1.9","",".","0.9","3.1","",".",".","",".","",".","",".",".","0.3","."
