"","990
015","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","5","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","15","",".",".",".",".",".",".",".","40.0",".",".",".","60.0","",".",".",".","."
"BSE
112","Dept. Total","121","3.169","26.4","16.5","21.5","9.1","9.9","0.8","0.8","5.8",".",".",".","7.4","",".","0.8",".","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.800","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","17","3.234","23.5","17.6","35.3","17.6",".",".",".",".",".",".",".",".","",".",".",".","5.9"
"Junior","","27","3.042","22.2","25.9","18.5","11.1","14.8","3.7","3.7",".",".",".",".",".","",".",".",".","."
"Senior","","55","3.152","30.9","16.4","25.5","9.1","14.5",".",".","1.8",".",".",".",".","",".","1.8",".","."
"Undergraduates","","102","3.144","28.4","19.6","24.5","10.8","11.8","1.0","1.0","1.0",".",".",".",".","",".","1.0",".","1.0"
"Graduate","","19","3.727","15.8",".","5.3",".",".",".",".","31.6",".",".",".","47.4","",".",".",".","."
"","Dept. Total","121","3.169","26.4","16.5","21.5","9.1","9.9","0.8","0.8","5.8",".",".",".","7.4","",".","0.8",".","0.8"
