"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"","101","001","396","2.961","21.7","18.7","18.9","15.9","21.2","2.5","0.3","0.5",".",".",".",".",".","0.3",".","."
"","101","002","371","3.036","21.8","22.1","19.7","17.5","17.0","1.3","0.3",".",".",".",".",".",".","0.3",".","."
"","101","003","372","2.896","15.1","18.8","28.5","21.8","10.5","1.9","3.2","0.3",".",".",".",".",".",".",".","."
"","101","004","235","3.181","34.0","12.3","34.5","6.8","8.5","1.3","2.6",".",".",".",".",".",".",".",".","."
"Principles-Microeconomics","","Course Total","1374","3.001","22.1","18.6","24.4","16.4","15.0","1.8","1.5","0.2",".",".",".",".",".","0.1",".","."
"","102","001","356","2.820","16.3","17.7","21.6","18.8","18.0","6.2","1.1",".",".",".",".",".",".","0.3",".","."
"","102","002","378","2.811","17.5","17.7","20.4","19.3","16.1","5.3","2.9","0.3",".",".",".",".","0.3",".",".","0.3"
"Principles-Macroeconomics","","Course Total","734","2.815","16.9","17.7","21.0","19.1","17.0","5.7","2.0","0.1",".",".",".",".","0.1","0.1",".","0.1"
"Prin/Econ-Accelratd Treatmt","111","001","34","3.529","32.4","47.1","14.7","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","300","001","10","2.700","10.0",".","30.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","300","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Finance","","Course Total","12","2.708","8.3",".","33.3","41.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","301","001","98","2.781","20.4","6.1","26.5","10.2","30.6","3.1","1.0","2.0",".",".",".",".",".",".",".","."
"","301","002","98","2.809","10.2","19.4","25.5","22.4","15.3","6.1",".","1.0",".",".",".",".",".",".",".","."
"Intmed Microeconomic Theory","","Course Total","196","2.795","15.3","12.8","26.0","16.3","23.0","4.6","0.5","1.5",".",".",".",".",".",".",".","."
"","302","001","87","2.774","20.7","11.5","20.7","16.1","20.7","1.1","5.7","2.3",".",".",".",".",".","1.1",".","."
"","302","002","80","2.963","23.8","17.5","26.3","12.5","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"Intmed Macroeconomic Theory","","Course Total","167","2.866","22.2","14.4","23.4","14.4","15.6","5.4","3.0","1.2",".",".",".",".",".","0.6",".","."
"The Real Estate Process","306","001","66","2.897","10.6","13.6","33.3","24.2","12.1","1.5",".","4.5",".",".",".",".",".",".",".","."
"Stats:Measrmnt in Economics","310","001","97","2.830","12.4","11.3","39.2","13.4","14.4","5.2","1.0","1.0",".",".",".",".",".","2.1",".","."
"","320","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Investment Theory","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Public Utilities","325","001","14","2.591","21.4","14.3",".","21.4","7.1",".","14.3","21.4",".",".",".",".",".",".",".","."
"Money and Banking","330","001","168","2.870","14.9","18.5","19.6","19.6","19.6","3.6",".","3.6",".",".",".",".",".","0.6",".","."
"Issues-Comparative Economics","365","001","73","2.993","21.9","17.8","21.9","19.2","15.1","1.4","1.4","1.4",".",".",".",".",".",".",".","."
"Introductory Econometrics","410","001","40","2.987","17.5","15.0","37.5","17.5","2.5","7.5",".",".",".",".",".",".",".","2.5",".","."
"Econ Analysis-Agric Markets","421","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Mthds-Ag & Appl Econ","426","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Analytical Public Finance","441","001","72","3.014","22.2","19.4","22.2","16.7","16.7","2.8",".",".",".",".",".",".",".",".",".","."
"Wages and the Labor Market","450","001","46","2.891","23.9","8.7","21.7","21.7","19.6","4.3",".",".",".",".",".",".",".",".",".","."
"Economic Approach-Human Behav","451","001","29","3.172","17.2","37.9","17.2","17.2","10.3",".",".",".",".",".",".",".",".",".",".","."
"Collect Bargaing&Pub Policy","453","001","29","3.069","24.1","20.7","27.6","13.8","10.3",".","3.4",".",".",".",".",".",".",".",".","."
"Latin Amer Economc Develpmt","462","001","12","3.167","41.7","25.0",".","8.3","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"Internatl Trade & Finance","464","001","87","3.011","21.8","13.8","32.2","13.8","16.1","2.3",".",".",".",".",".",".",".",".",".","."
"American Economy Since 1865","466","001","21","3.291","14.3","42.9","23.8","9.5","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"Econ Probs-Developing Areas","474","001","32","2.855","15.6","9.4","34.4","18.8","12.5","6.3",".","3.1",".",".",".",".",".",".",".","."
"Agri & Econ Development-Africa","477","001","12","2.750","16.7","25.0","8.3","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".","."
