"","999
095","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
105","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
205","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","39","4.000","69.2",".",".",".",".",".",".","28.2",".",".","",".",".","2.6",".",".","."
"CURRIC
272","Dept. Total","2520","3.931","68.5","5.2","1.4",".","0.1","0.0","0.2","3.4","0.0","19.0","",".","0.9","1.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.872","90.0",".","5.0",".","5.0",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","62","3.904","87.1","8.1","4.8",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","373","3.928","66.8","7.5","1.6",".",".",".",".",".",".","24.1","",".",".",".",".",".","."
"Senior","","1362","3.925","66.3","5.1","1.3",".","0.1","0.1","0.3","0.1",".","26.7","",".",".",".",".",".","."
"Undergraduates","","1817","3.924","67.4","5.7","1.5",".","0.1","0.1","0.2","0.1",".","25.0","",".",".",".",".",".","."
"Special","","185","3.902","74.6","5.9","1.6",".",".",".","0.5",".",".","13.0","",".",".","3.2",".","1.1","."
"Graduate","","517","3.965","70.4","3.3","1.0",".",".",".",".","16.4","0.2","0.2","",".","4.3","4.3",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2520","3.931","68.5","5.2","1.4",".","0.1","0.0","0.2","3.4","0.0","19.0","",".","0.9","1.1",".","0.1","."
