"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","329","3.510","57.1","18.5","12.2","5.8","3.0","2.1","0.6","0.6","",".",".",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.256","55.0","13.8","13.8","6.3","5.0","3.8","2.5",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","90","3.471","56.7","17.8","12.2","4.4","6.7","2.2",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","62","3.549","59.7","16.1","16.1","6.5",".","1.6",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","100","3.645","59.0","24.0","9.0","6.0",".","1.0",".","1.0","",".",".",".","",".","",".",".",".","."
"Undergraduates","","332","3.504","57.5","18.4","12.3","5.7","3.0","2.1","0.6","0.3","",".",".",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","335","3.510","57.6","18.2","12.2","5.7","3.0","2.1","0.6","0.6","",".",".",".","",".","",".",".",".","."
