"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist-Civil War-Present","102","001","210","3.208","15.7","30.5","36.7","11.9","1.0","0.5","1.0","1.9",".",".",".",".",".","1.0",".","."
"Medieval Europe 410-1500","115","001","69","3.568","43.5","26.1","17.4","2.9","4.3",".",".","5.8",".",".",".",".",".",".",".","."
"Modern Europe 1500-1815","119","001","63","2.979","15.9","23.8","17.5","22.2","9.5","3.2","1.6","6.3",".",".",".",".",".",".",".","."
"British Hist: 1688-Present","124","001","123","3.213","17.9","34.1","25.2","14.6","3.3","0.8","0.8","2.4",".",".",".",".",".","0.8",".","."
"Middle East-20th Century","139","001","70","3.861","72.9","14.3","7.1",".",".",".",".","5.7",".",".",".",".",".",".",".","."
"","199","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","001","13","3.042","7.7","30.8","30.8","7.7","15.4",".",".","7.7",".",".",".",".",".",".",".","."
"","200","002","14","3.786","78.6","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Historical Studies","","Course Total","27","3.442","44.4","18.5","18.5","7.4","7.4",".",".","3.7",".",".",".",".",".",".",".","."
"Westrn Relig&Intellect Hist","208","001","43","3.329","25.6","39.5","25.6",".",".",".","4.7","4.7",".",".",".",".",".",".",".","."
"Explorations in Amer Hist (H)","221","001","36","3.397","27.8","38.9","16.7","2.8","8.3",".",".","5.6",".",".",".",".",".",".",".","."
"Exploration-European Hist (H)","223","002","35","3.483","48.6","17.1","8.6","2.9","5.7",".","2.9","14.3",".",".",".",".",".",".",".","."
"Exploration-European Hist (S)","224","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Exploration-3rd World Hist (H)","225","001","15","3.321","20.0","26.7","40.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","34","2.963","17.6","17.6","29.4",".","5.9","2.9","5.9","20.6",".",".",".",".",".",".",".","."
"American Business History","247","001","71","3.316","22.5","45.1","12.7","9.9","1.4","4.2",".","2.8",".",".",".",".",".",".","1.4","."
"Latin America-Introduction","260","001","68","3.000","16.2","16.2","39.7","10.3","10.3",".","2.9","2.9",".",".",".",".",".","1.5",".","."
"Cen Asia: Silk Route-Afghan","265","001","93","3.379","32.3","36.6","17.2","5.4","4.3",".","2.2","1.1",".",".",".",".",".","1.1",".","."
"Africa: Introductory Survey","277","001","54","3.283","27.8","31.5","24.1","9.3","1.9","1.9","1.9",".",".",".",".",".",".",".","1.9","."
"Econ Life-Medieval Europe","321","001","26","3.250","15.4","30.8","38.5",".",".",".","3.8","11.5",".",".",".",".",".",".",".","."
"Amer Constutnl & Legal Dev","331","001","62","3.389","27.4","37.1","24.2","4.8",".","3.2",".","3.2",".",".",".",".",".",".",".","."
"Islam Reform&Rev-Cntrl Asia","332","001","41","3.086","29.3","9.8","24.4","12.2","9.8","2.4","2.4","9.8",".",".",".",".",".",".",".","."
"Hist-China 589 AD-1919","337","001","39","3.193","10.3","41.0","25.6","7.7","5.1","2.6",".","5.1",".",".",".",".",".","2.6",".","."
"Hist-Modern China,1800-1949","341","001","69","3.460","34.8","39.1","15.9","7.2",".","2.9",".",".",".",".",".",".",".",".",".","."
"Colonial British North Amer","343","001","23","2.977",".","30.4","39.1","17.4","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"American Rev 1763-1789","344","001","67","3.110","17.9","29.9","20.9","13.4","10.4","3.0",".","4.5",".",".",".",".",".",".",".","."
"Contemp France 1914-Present","349","001","60","3.176","25.0","25.0","28.3","13.3","3.3","1.7","1.7","1.7",".",".",".",".",".",".",".","."
"Women&Gender in US Since 1870","354","001","76","3.292","28.9","25.0","22.4","11.8","3.9",".","1.3","6.6",".",".",".",".",".",".",".","."
"The Second World War","357","001","139","2.635","8.6","14.4","25.2","23.0","12.9","9.4","2.9","3.6",".",".",".",".",".",".",".","."
"Modern Britain: 1485-1660","361","001","62","2.962","12.9","32.3","22.6","12.9","11.3",".","4.8","3.2",".",".",".",".",".",".",".","."
"Bible in the Middle Ages","368","001","17","3.235","5.9","47.1","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"History of Africa to 1500","376","001","39","3.135","7.7","33.3","33.3","25.6",".",".",".",".",".",".",".",".",".",".",".","."
"Hist of Africa, 1500-1870","377","001","73","3.128","13.7","27.4","37.0","11.0","6.8","1.4",".","2.7",".",".",".",".",".",".",".","."
"Women in History","392","001","34","3.219","26.5","35.3","26.5",".",".","2.9","5.9","2.9",".",".",".",".",".",".",".","."
"Civil War Era, 1848-1877","393","001","40","3.159","17.5","32.5","32.5","2.5","7.5","2.5","2.5","2.5",".",".",".",".",".",".",".","."
"United States 1914-1945","397","001","77","3.432","31.2","35.1","19.5","6.5","1.3",".","1.3","3.9",".",".",".",".",".",".","1.3","."
"The US Since 1945","398","001","71","3.663","40.8","39.4","8.5","1.4",".",".",".","7.0",".",".",".",".",".",".","2.8","."
"Amer Urban Hist Since 1870","402","001","72","2.924","8.3","25.0","31.9","16.7","8.3","1.4","2.8","5.6",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 222 of 397",""
