"","699
025","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
033","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
036","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","10","3.977","90.0","10.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"E P D
348","Dept. Total","747","3.650","56.5","24.5","11.5","3.7","0.9","0.5","0.7","0.5","",".",".","",".","",".","0.7","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","145","3.309","33.8","25.5","24.8","10.3","1.4","0.7","1.4",".","",".",".","",".","",".",".","2.1",".","."
"Sophomore","","115","3.534","53.9","19.1","16.5","5.2","3.5",".","0.9",".","",".",".","",".","",".","0.9",".",".","."
"Junior","","60","3.545","58.3","26.7","6.7","3.3","1.7","3.3",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","259","3.657","52.9","36.7","7.3","1.2",".","0.4","0.8","0.8","",".",".","",".","",".",".",".",".","."
"Undergraduates","","579","3.556","48.9","29.4","13.5","4.5","1.2","0.7","0.9","0.3","",".",".","",".","",".","0.2","0.5",".","."
"Special","","6","3.850","50.0","16.7",".",".",".",".",".","16.7","",".",".","",".","",".","16.7",".",".","."
"Graduate","","162","3.891","84.0","7.4","4.9","1.2",".",".",".","0.6","",".",".","",".","",".","1.9",".",".","."
"","Dept. Total","747","3.650","56.5","24.5","11.5","3.7","0.9","0.5","0.7","0.5","",".",".","",".","",".","0.7","0.4",".","."
