"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","",""
"Introduction to Forestry","100","001","141","3.554","65.2","12.8","8.5","5.0","3.5","2.1","2.1","0.7",".",".",".",".",".",".",".","."
"Envir, Nat Rsrce & Communty","248","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","299","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Forest Biometry","300","001","10","3.250","40.0",".","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","6","1.833",".",".","16.7",".","50.0","33.3",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Wood Identification","312","002","14","3.750","50.0","28.6","7.1",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Wood, Industrial Use,&Society","314","001","13","3.571","23.1","15.4","15.4",".",".",".",".","46.2",".",".",".",".",".",".",".","."
"Special Topics","375","002","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","402","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","402","002","6","3.250","33.3",".","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Dendrology","","Course Total","8","3.375","37.5","12.5","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Silviculture","410","001","27","3.202","29.6","25.9","14.8","11.1","11.1",".","3.7","3.7",".",".",".",".",".",".",".","."
"Communities and Forests","450","001","19","3.105","21.1","15.8","36.8","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"Environmental Biogeochem","451","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"General Ecology","460","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Environmental Sys Concepts","461","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Forest Fire Behavior & Mgmt","501","001","33","3.258","42.4","15.2","21.2","6.1","12.1",".","3.0",".",".",".",".",".",".",".",".","."
"Renewable Resources Policy","515","001","18","3.028","11.1","22.2","27.8","38.9",".",".",".",".",".",".",".",".",".",".",".","."
"Principles-Landscape Ecology","565","001","22","3.676","45.5","13.6","18.2",".",".",".",".","22.7",".",".",".",".",".",".",".","."
"Stat Meth for Bioscience II","572","001","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Decisn Meth-Nat Resrc Mangr","652","001","10","3.350","40.0","10.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","","Course Total","7","3.950","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Forestry Tchg","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","875","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","010","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloq-Forestry&Forest Prod","901","002","14","4.000","35.7",".",".",".",".",".",".","64.3",".",".",".",".",".",".",".","."
"","990","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 22 of 397"
