"","990
057","","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
068","","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","","3","***","","","","","","","","","","","","","","","","","","","",""
"Independent Work","999
029","","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"G L E
418","Dept. Total","","98","3.285","18.4","28.6","22.4","3.1","5.1","1.0","",".","18.4","",".",".","",".","2.0","",".","1.0",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","3.400","20.0","40.0","40.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","","10","3.200",".","40.0","60.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","","8","2.464","12.5","12.5","37.5",".","37.5",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","35","3.230","20.0","37.1","22.9","8.6","5.7","2.9","",".","2.9","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","58","3.142","15.5","34.5","32.8","5.2","8.6","1.7","",".","1.7","",".",".","",".",".","",".",".",".","."
"Special","","","2","4.000","50.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".","50.0",".","."
"Graduate","","","38","3.573","21.1","21.1","7.9",".",".",".","",".","44.7","",".",".","",".","5.3","",".",".",".","."
"","Dept. Total","","98","3.285","18.4","28.6","22.4","3.1","5.1","1.0","",".","18.4","",".",".","",".","2.0","",".","1.0",".","."
