"PhD Thesis-Marketing","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"","999
120","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
127","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1485","3.402","27.2","36.5","27.9","6.1","1.0","0.4","0.1","0.7","",".",".","",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","2.750",".",".","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","457","3.281","20.8","28.4","39.2","9.6","1.1","0.2","0.2","0.4","",".",".","",".",".","",".",".",".","."
"Senior","","668","3.407","27.8","37.1","25.9","6.0","1.5","0.7",".","0.9","",".",".","",".",".","",".",".",".","."
"Undergraduates","","1129","3.354","24.9","33.5","31.4","7.6","1.3","0.5","0.1","0.7","",".",".","",".",".","",".",".",".","."
"Special","","28","3.518","25.0","53.6","21.4",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","327","3.566","35.5","45.6","16.2","1.5",".",".",".","0.9","",".",".","",".","0.3","",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1485","3.402","27.2","36.5","27.9","6.1","1.0","0.4","0.1","0.7","",".",".","",".","0.1","",".",".",".","."
