"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","231","009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","12","3.733","83.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","235","026","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","248","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Keyboard Sight-Reading","251","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: String Bass","337","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","021","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","342","001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","","Course Total","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","6","3.550","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","401","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","252","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","15","3.791","80.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","9","3.769","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","22","3.819","68.2","18.2","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","419","063","7","3.800","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 263 of 397",""
