"Asian American Movement","153
001","14","3.921","78.6","14.3",".",".",".",".",".","","7.1",".",".",".","",".","",".","",".",".","."
"Ethnic Movements in U.S.","220
001","8","3.188","25.0","25.0","12.5","37.5",".",".",".","",".",".",".",".","",".","",".","",".",".","."
"Survey of Asian Americn Lit","270
001","7","3.500","28.6","42.9","28.6",".",".",".",".","",".",".",".",".","",".","",".","",".",".","."
"Special Topics","540
001","17","3.656","58.8","17.6","11.8",".","5.9",".",".","","5.9",".",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","101","3.567","49.5","22.8","11.9","5.9","2.0","1.0","",".","5.0","1.0",".","",".","",".","",".",".",".","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.333","33.3","33.3",".","33.3",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","11","3.727","54.5","36.4","9.1",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.518","56.7","6.7","20.0","3.3","3.3","3.3","",".","3.3",".",".","",".","",".","",".",".",".","3.3"
"Senior","","54","3.549","42.6","29.6","9.3","7.4","1.9",".","",".","7.4","1.9",".","",".","",".","",".",".",".","."
"Undergraduates","","98","3.554","48.0","23.5","12.2","6.1","2.0","1.0","",".","5.1","1.0",".","",".","",".","",".",".",".","1.0"
"Graduate","","3","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","101","3.567","49.5","22.8","11.9","5.9","2.0","1.0","",".","5.0","1.0",".","",".","",".","",".",".",".","1.0"
