"","999
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","15","3.939","73.3","6.7","6.7",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"E C E
320","Dept. Total","3120","3.248","36.1","19.8","18.4","7.5","6.7","1.6","0.7","6.0","0.1","0.1",".","2.3","0.1","0.3","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","2.722","50.0","21.4",".","7.1","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"Sophomore","","263","2.980","38.8","17.5","20.9","8.7","8.7","2.3","1.9",".",".",".",".",".",".","1.1",".","."
"Junior","","753","3.096","34.9","19.8","22.3","10.5","8.6","2.4","0.7",".",".",".",".",".",".","0.1",".","0.7"
"Senior","","1293","3.208","34.7","24.0","20.9","9.1","8.4","1.9","0.6","0.3",".","0.1",".",".",".",".",".","."
"Undergraduates","","2323","3.146","35.3","21.9","21.2","9.5","8.5","2.1","0.8","0.2",".","0.0",".",".",".","0.2",".","0.2"
"Special","","34","3.486","29.4","14.7","17.6","8.8",".",".",".","2.9","2.9","8.8",".",".","2.9","8.8","2.9","."
"Graduate","","905","3.644","32.6","11.7","8.3","1.1","1.1","0.2","0.2","20.3","0.1","15.4","0.1","7.8","0.2","0.1","0.6","0.1"
"","Dept. Total","3262","3.248","34.5","19.0","17.6","7.2","6.4","1.6","0.6","5.8","0.1","4.4","0.0","2.2","0.1","0.2","0.2","0.2"
