"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"419","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","Course Total","","22","3.882","59.1","18.2",".",".",".",".",".",".",".",".",".",".","22.7",".",".","."
"424
Stat Expermntl Design-Engrs","001","","10","3.400","30.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"425
Undergrad Rheology Seminar","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"447","001","","12","3.773","58.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".","."
"447","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"447","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","","15","3.808","60.0","20.0","6.7",".",".",".",".",".",".",".",".",".","6.7","6.7",".","."
"461
Thermal Systems Modeling","001","","20","3.375","30.0","30.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"466
Air Pollutn-Measure&Control","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"470
Optical Applicatn-Mech Engr","001","","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"489
Honors in Research","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","9","3.361","33.3","22.2","11.1","22.2",".",".",".","11.1",".",".",".",".",".",".",".","."
"491","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","20","3.750","65.0","15.0","5.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"492","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","15","3.500","46.7","26.7","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"492","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","17","3.550","52.9","23.5","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"508
Composite Materials","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"540
Exp Vib & Dynamic Sys Anal","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Fluid Power","001","","17","3.235","17.6","35.3","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"558
Intro-Computationl Geometry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","32","3.188","15.6","25.0","43.8","12.5","3.1",".",".",".",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","23","3.239","21.7","17.4","52.2","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"566
Cryogenics","001","","8","3.571","25.0","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"573
Computational Fluid Dynamcs","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","47","3.606","42.6","36.2","21.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","003","","11","3.591","45.5","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","58","3.603","43.1","36.2","19.0","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"641
Design & Anal-Manufact Sys","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 131 of 397",""
