"","990
030","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Study","999
027","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"B M E
207","Dept. Total","345","3.504","39.7","24.3","15.9","4.3","0.6","0.3","",".","12.2","",".",".","",".","2.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.417","25.0","50.0","25.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","64","3.329","37.5","29.7","18.8","12.5",".",".","",".","1.6","",".",".","",".",".","",".",".",".","."
"Senior","","158","3.497","46.8","28.5","17.7","3.8","1.3","0.6","",".",".","",".","0.6","",".","0.6","",".",".",".","."
"Undergraduates","","230","3.450","43.5","29.6","18.3","6.1","0.9","0.4","",".","0.4","",".","0.4","",".","0.4","",".",".",".","."
"Special","","4","3.063","50.0",".","25.0","25.0",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","140","3.658","25.0","11.4","8.6",".",".",".","",".","29.3","",".","20.0","",".","5.7","",".",".",".","."
"","Dept. Total","374","3.504","36.6","22.5","14.7","4.0","0.5","0.3","",".","11.2","",".","7.8","",".","2.4","",".",".",".","."
