"","990
026","5","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
035","5","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
038","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","19","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"L SC COM
120","Dept. Total","418","3.661","57.9","22.5","7.9","1.7","2.6","0.2","0.7","4.5",".",".",".","",".","0.7","0.2",".","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.604","50.9","32.7","9.1","3.6",".",".","1.8",".",".",".",".","",".",".",".",".","1.8"
"Sophomore","","67","3.616","64.2","19.4","4.5","3.0","9.0",".",".",".",".",".",".","",".",".",".",".","."
"Junior","","91","3.600","53.8","22.0","13.2","1.1","2.2","1.1","1.1",".",".",".",".","",".","2.2","1.1",".","2.2"
"Senior","","152","3.692","63.8","24.3","7.9","1.3","2.0",".","0.7",".",".",".",".","",".",".",".",".","."
"Undergraduates","","365","3.642","59.5","24.1","8.8","1.9","3.0","0.3","0.8",".",".",".",".","",".","0.5","0.3",".","0.8"
"Special","","8","3.786","50.0","37.5",".",".",".",".",".",".",".",".",".","",".",".",".",".","12.5"
"Graduate","","45","3.900","46.7","6.7","2.2",".",".",".",".","42.2",".",".",".","",".","2.2",".",".","."
"","Dept. Total","418","3.661","57.9","22.5","7.9","1.7","2.6","0.2","0.7","4.5",".",".",".","",".","0.7","0.2",".","1.0"
