"TERM : 1034","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2002-2003","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW
528","Dept. Total","3557","3.564","36.7","18.7","20.9","1.5","0.4","0.2","0.1","21.2","0.0",".","",".","",".","0.2",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","",""
"Senior","","3","2.000",".","33.3",".",".",".","33.3",".","33.3",".",".","",".","",".",".",".",".","."
"Undergraduates","","3","2.000",".","33.3",".",".",".","33.3",".","33.3",".",".","",".","",".",".",".",".","."
"Special","","18","3.103","5.6","16.7","22.2","11.1",".",".",".","44.4",".",".","",".","",".",".",".",".","."
"Graduate","","168","3.495","33.9","23.2","24.4","4.8","0.6",".",".","12.5","0.6",".","",".","",".",".",".",".","."
"Prof Yr 1","","1184","3.489","36.1","25.6","34.5","2.4","0.4","0.1",".","0.5",".",".","",".","",".",".",".",".","0.3"
"Prof Yr 2","","1008","3.622","39.9","15.1","15.2","0.7","0.7","0.2","0.3","27.6",".",".","",".","",".","0.3",".",".","0.1"
"Prof Yr 3","","1139","3.667","36.5","14.7","11.9","0.6","0.2","0.3",".","35.6",".",".","",".","",".","0.3",".",".","."
"Prof Yr 4","","37","4.000","5.4",".",".",".",".",".",".","91.9",".",".","",".","",".","2.7",".",".","."
"Professionals","","3368","3.570","37.0","18.5","20.7","1.3","0.4","0.2","0.1","21.5",".",".","",".","",".","0.2",".",".","0.1"
"","Dept. Total","3557","3.564","36.7","18.7","20.9","1.5","0.4","0.2","0.1","21.2","0.0",".","",".","",".","0.2",".",".","0.1"
