"","699
021","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"Pathobiol Sci Rsch Rotation","740
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Externship","775
020","7","",".",".",".",".",".",".",".","","100.0",".","",".",".","",".","",".","",".",".","."
"PATH-BIO
703","Dept. Total","462","3.393","29.7","14.1","20.6","3.5","1.5","0.2","",".","30.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","339","3.283","18.0","13.9","26.5","4.7","2.1","0.3","",".","34.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","81","3.827","71.6","22.2","6.2",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","46","4.000","32.6",".",".",".",".",".","",".","67.4","",".",".","",".","",".","",".",".",".","."
"Professionals","","466","3.388","28.8","13.9","20.4","3.4","1.5","0.2","",".","31.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","469","3.393","29.2","13.9","20.3","3.4","1.5","0.2","",".","31.6","",".",".","",".","",".","",".",".",".","."
