"ALS","","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","",""
"M&ENVTOX
Dept. Total
362","223","3.342","25.6","11.7","17.0","4.9","4.0","0.9","0.4","25.6","",".",".","",".","6.7","",".",".","3.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","13","3.065","15.4","23.1","15.4","23.1","15.4",".",".",".","",".",".","",".",".","",".",".","7.7","."
"Junior","30","3.185","26.7","23.3","26.7","16.7","6.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","66","3.186","27.3","18.2","36.4","3.0","6.1","3.0","1.5","4.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","109","3.171","25.7","20.2","31.2","9.2","7.3","1.8","0.9","2.8","",".",".","",".",".","",".",".","0.9","."
"Special","16","3.364","37.5",".","6.3",".","6.3",".",".","18.8","",".",".","",".",".","",".",".","31.3","."
"Graduate","91","3.733","18.7","3.3","3.3","1.1",".",".",".","56.0","",".",".","",".","16.5","",".",".","1.1","."
"Prof Yr 1","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","7","3.929","85.7","14.3",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Dept. Total","223","3.342","25.6","11.7","17.0","4.9","4.0","0.9","0.4","25.6","",".",".","",".","6.7","",".",".","3.1","."
