"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Adv Pract-Teaching Science","590
001","","15","3.667","80.0","13.3",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Adv Prac-Tch Engl Secn Schl","596
001","","11","3.545","72.7","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Dsgn&Prod Elec Instr Matrls","603
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Criticl Educ Pract-Internet","606
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","620
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","626
001","","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","626
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","626
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Action Research in Schools","Course Total","","45","4.000","97.8",".",".",".",".",".",".",".",".",".",".",".","2.2",".",".","."
"","630
001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Wrkshp-Schl Program Develop","Course Total","","19","3.897","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
660","","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
002","","25","3.667","60.0","16.0","20.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","Course Total","","52","3.832","78.8","9.6","9.6",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"Elem School Curriculum","662
001","","27","3.981","92.6","3.7",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Issues in ESL Education","672
001","","17","3.813","58.8","35.3",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","675
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
006","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
032","","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".",".",".","5.3","."
"","690
052","","8","3.900","50.0","12.5",".",".",".",".",".",".",".",".",".",".","37.5",".",".","."
"","690
084","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","32","3.971","84.4","3.1",".",".",".",".",".",".",".",".",".",".","9.4",".","3.1","."
"","699
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","039
699","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","699
045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
052","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
088","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","34","3.968","85.3",".","2.9",".",".",".",".",".",".",".",".","5.9","5.9",".",".","."
"Reform&Change-Curric&Instr","716
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 86 of 397"
