"","999
013","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
019","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","7","3.864","57.1","14.3",".",".",".",".",".","28.6","",".",".","",".",".",".",".",".","."
"HDFS
230","Dept. Total","1163","3.305","36.0","19.3","19.6","12.0","5.8","1.0","0.7","5.1","",".",".","",".","0.4","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.750",".","50.0",".",".","50.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","175","3.310","34.9","21.1","26.3","9.1","8.0",".","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","","359","3.245","31.5","21.7","23.7","15.3","4.7","1.4","0.8","0.6","",".",".","",".",".",".","0.3",".","."
"Senior","","495","3.286","36.8","19.4","18.2","12.3","6.7","1.4","0.6","4.4","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","1033","3.274","34.5","20.6","21.4","12.8","6.4","1.2","0.7","2.3","",".",".","",".",".","0.1","0.1",".","."
"Special","","11","2.900","27.3","9.1","18.2","27.3",".",".","9.1","9.1","",".",".","",".",".",".",".",".","."
"Graduate","","98","3.906","56.1","5.1","1.0",".","1.0",".",".","31.6","",".",".","",".","5.1",".",".",".","."
"Prof Yr 2","","6","2.833",".","16.7",".","33.3",".",".",".","50.0","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","15","3.400","33.3","26.7","26.7","13.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","21","3.306","23.8","23.8","19.0","19.0",".",".",".","14.3","",".",".","",".",".",".",".",".","."
"","Dept. Total","1163","3.305","36.0","19.3","19.6","12.0","5.8","1.0","0.7","5.1","",".",".","",".","0.4","0.1","0.1",".","."
