"","924
004","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
007","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
008","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-Mendota","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","","83","3.788","71.1","16.9","12.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","72","3.786","70.8","16.7","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","7","3.708","57.1","28.6","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","81","3.785","70.4","17.3","12.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","83","3.788","71.1","16.9","12.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
