"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"","300
001","30","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","300
002","7","4.000","85.7",".",".",".",".",".","",".","14.3",".","",".",".","",".","",".","",".",".","."
"Actuarial Science Methods","Course Total","37","4.000","97.3",".",".",".",".","",".",".","2.7","",".",".","",".","",".","",".",".",".","."
"Theory-Interst & Life Insur","303
001","33","3.303","36.4","21.2","15.2","21.2","6.1",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Mathematics 2","651
001","31","3.431","35.5","29.0","25.8",".",".",".","","3.2","3.2",".","",".",".","",".","",".","","3.2",".","."
"Loss Distributn&Survival Model","653
001","22","3.632","45.5","18.2","22.7",".",".",".","",".","13.6",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","123","3.500","56.1","16.3","14.6","5.7","1.6","",".","0.8","4.1","",".",".","",".","",".","",".","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","10","3.583","70.0","20.0",".","10.0",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","41","3.414","63.4","9.8","12.2","9.8","4.9","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","53","3.412","43.4","20.8","22.6","3.8",".","",".","1.9","5.7","",".",".","",".","",".","",".","1.9",".","."
"Undergraduates","","104","3.426","53.8","16.3","16.3","6.7","1.9","",".","1.0","2.9","",".",".","",".","",".","",".","1.0",".","."
"Special","","4","4.000","50.0",".",".",".",".","",".",".","50.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","15","3.833","73.3","20.0","6.7",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","123","3.500","56.1","16.3","14.6","5.7","1.6","",".","0.8","4.1","",".",".","",".","",".","",".","0.8",".","."
