"","999
058","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","9","4.000","33.3",".",".",".",".",".",".","44.4",".",".","",".","22.2",".",".",".","."
"CIV ENGR
240","Dept. Total","1225","3.283","33.6","16.6","18.6","7.8","6.5","1.0","0.8","9.9","0.1",".","",".","4.9","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","40","2.755","22.5","7.5","25.0","12.5","27.5","2.5","2.5",".",".",".","",".",".",".",".",".","."
"Junior","","188","3.203","25.0","23.9","29.3","13.3","6.4","1.1","1.1",".",".",".","",".",".",".",".",".","."
"Senior","","564","3.228","36.2","18.6","21.5","10.1","9.8","1.6","1.1","1.2",".",".","",".",".",".",".",".","."
"Undergraduates","","792","3.199","32.8","19.3","23.5","11.0","9.8","1.5","1.1","0.9",".",".","",".",".",".",".",".","."
"Special","","33","3.428","30.3","27.3","15.2","6.1",".",".","3.0","6.1",".",".","",".",".","6.1","3.0","3.0","."
"Graduate","","400","3.651","35.3","10.3","9.3","1.5","0.5",".",".","28.0","0.3",".","",".","15.0",".",".",".","."
"","Dept. Total","1225","3.283","33.6","16.6","18.6","7.8","6.5","1.0","0.8","9.9","0.1",".","",".","4.9","0.2","0.1","0.1","."
