"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"The Bible in English Tradition","151","001","","84","2.817","7.1","25.0","31.0","17.9","8.3","4.8","3.6",".","2.4",".",".",".",".",".",".","."
"Westrn Relig&Intellect Hist","208","001","","20","3.316","20.0","50.0","20.0",".",".",".","5.0",".",".",".",".",".","5.0",".",".","."
"Genres-Westrn Relig Writing","234","001","","18","3.429","16.7","33.3","27.8",".",".",".",".",".",".",".",".",".","5.6",".","16.7","."
"Genres-Asian Religious Writing","235","001","","72","3.465","34.7","47.2","11.1","1.4","2.8",".","2.8",".",".",".",".",".",".",".",".","."
"East Chrisianty/Russ Orthodoxy","325","001","","14","3.143","35.7","28.6","14.3",".","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"Classical Rabbinic Lit in Tran","328","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Science, Medicine&Religion","331","001","","6","3.118",".","50.0","16.7",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"Prophets of the Bible","332","001","","88","3.471","42.0","23.9","25.0","4.5",".","1.1","1.1","2.3",".",".",".",".",".",".",".","."
"History of Buddhist Thought","365","001","","24","3.045","12.5","16.7","50.0","8.3",".",".","4.2","8.3",".",".",".",".",".",".",".","."
"Bible in the Middle Ages","368","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Rhetoric of Religion","374","001","","6","3.000","16.7",".","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Jewish Cultural History","377","001","","44","3.570","36.4","40.9","18.2","2.3",".",".",".","2.3",".",".",".",".",".",".",".","."
"","400","001","","58","3.533","62.1","3.4","17.2","3.4","3.4","1.7","1.7","6.9",".",".",".",".",".",".",".","."
"","400","002","","18","3.600","66.7","11.1","11.1",".",".","5.6",".","5.6",".",".",".",".",".",".",".","."
"Topics in Relig St-Humanities","","Course Total","","76","3.550","63.2","5.3","15.8","2.6","2.6","2.6","1.3","6.6",".",".",".",".",".",".",".","."
"Topics in Relig St-Soc Studies","401","001","","16","3.384","43.8","31.3","18.8",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Thought of Gandhi","402","001","","70","3.423","22.9","38.6","27.1","2.9","1.4",".",".","1.4",".",".",".",".","1.4","2.9","1.4","."
"Buddhist Iconography","423","001","","13","2.885","15.4","23.1","23.1","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"Buddhism&Soc-SE Asian Hist","438","001","","19","3.188","26.3","31.6","10.5","10.5","21.1",".",".",".",".",".",".",".",".",".",".","."
"Islamic Hist:Orig-Ottoman Empr","439","001","","11","3.000","45.5",".","27.3",".","18.2",".","9.1",".",".",".",".",".",".",".",".","."
"","620","001","","8","3.250","50.0","25.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","620","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","620","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Studies-S Asian Religions","","Course Total","","16","3.267","50.0","25.0","6.3",".",".",".","12.5","6.3",".",".",".",".",".",".",".","."
"Research Colloquium for Majors","695","001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","697","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research for Major","","Course Total","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","7","3.700","57.1","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
