"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","","",""
"ILS
Dept. Total
500","968","3.352","26.8","25.9","19.9","6.4","2.6","0.3","1.3","0.8","",".","15.2","",".","",".","",".","0.5","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","197","3.160","16.2","22.8","22.3","4.6","3.6","0.5","3.0",".","",".","25.4","",".","",".","",".","0.5","0.5","0.5"
"Sophomore","425","3.368","26.6","28.7","18.4","6.6","2.8","0.5","0.9","0.2","",".","14.6","",".","",".","",".","0.7",".","."
"Junior","183","3.290","22.4","25.1","25.1","8.7","2.7",".","1.1",".","",".","14.2","",".","",".","",".","0.5",".","."
"Senior","154","3.566","46.1","24.7","15.6","5.8","0.6",".","0.6","4.5","",".","1.9","",".","",".","",".",".",".","."
"Undergraduates","959","3.351","26.8","26.2","20.0","6.5","2.6","0.3","1.4","0.8","",".","14.7","",".","",".","",".","0.5","0.1","0.1"
"Special","8","3.500","12.5",".","12.5",".",".",".",".",".","",".","75.0","",".","",".","",".",".",".","."
"Graduate","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","968","3.352","26.8","25.9","19.9","6.4","2.6","0.3","1.3","0.8","",".","15.2","",".","",".","",".","0.5","0.1","0.1"
