"","990
115","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
152","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Reading and Research","Course Total","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MATH
600","Dept. Total","5177","2.770","25.2","11.4","21.7","9.6","18.2","6.8","4.5","1.0","0.0","1.4",".",".","0.0","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1467","2.617","18.8","10.5","21.5","9.8","23.0","7.7","5.9",".",".","2.3",".",".",".","0.3",".","0.2"
"Sophomore","","1767","2.736","21.7","10.7","24.1","10.4","20.3","7.1","3.7","0.1",".","1.6",".",".","0.1","0.2",".","."
"Junior","","902","2.802","21.7","15.2","23.3","11.3","17.6","5.8","4.0","0.2","0.1","0.7",".",".",".",".","0.1","."
"Senior","","584","2.660","24.0","12.5","22.3","8.7","14.4","9.6","7.4","0.3",".",".",".",".","0.2","0.3","0.3","."
"Undergraduates","","4720","2.699","21.1","11.7","22.9","10.2","19.9","7.3","4.9","0.1","0.0","1.5",".",".","0.0","0.2","0.1","0.1"
"Special","","42","3.028","33.3","7.1","26.2","9.5","7.1","7.1",".","7.1",".","2.4",".",".",".",".",".","."
"Graduate","","414","3.802","71.0","8.2","7.2","2.2","0.2","0.5","0.2","10.1",".",".",".",".",".",".","0.2","."
"Prof Yr 3","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","5177","2.770","25.2","11.4","21.7","9.6","18.2","6.8","4.5","1.0","0.0","1.4",".",".","0.0","0.2","0.1","0.1"
