"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11189","3.274","35.7","19.5","19.0","7.8","6.1","1.5","0.9","6.1","0.1","0.5","0.0","2.2","0.2","0.2","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","380","3.192","33.2","21.3","23.7","7.4","6.3","1.8","1.6",".",".","3.7","0.3",".",".","0.8",".","."
"Sophomore","","1104","3.020","31.0","17.8","23.7","10.5","10.3","2.3","2.0",".",".","1.9","0.1",".","0.2","0.3",".","."
"Junior","","2233","3.084","30.3","20.7","23.5","12.4","8.7","2.6","1.0","0.0",".","0.3",".",".","0.0","0.2","0.1","0.2"
"Senior","","4573","3.258","36.0","23.6","21.2","9.0","7.2","1.6","0.9","0.4",".","0.1",".","0.0","0.0","0.0",".","."
"Undergraduates","","8290","3.180","33.6","21.9","22.3","10.0","8.0","2.0","1.1","0.2",".","0.6","0.0","0.0","0.0","0.1","0.0","0.1"
"Special","","147","3.437","36.1","17.0","17.7","6.1","0.7","0.7","1.4","4.1","0.7","2.7",".",".","6.8","4.1","2.0","."
"Graduate","","2932","3.673","39.4","11.7","8.7","1.2","0.7","0.1","0.2","22.4","0.2","6.1","0.0","8.5","0.3","0.1","0.3","0.0"
"","College Total","11369","3.274","35.1","19.2","18.7","7.7","6.0","1.5","0.9","6.0","0.1","2.0","0.0","2.2","0.2","0.2","0.1","0.1"
