"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"991","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","","33","",".",".",".",".",".",".",".","72.7",".",".",".","27.3",".",".",".","."
"993
Independent Study-Nutrition","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NUTR SCI
694","Dept. Total","","1223","2.806","19.1","14.2","18.2","12.4","23.3","4.2","1.2","5.0",".","1.1","0.1","0.7","0.1","0.1",".","0.3"
