"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","9470","3.152","32.5","15.2","18.2","8.1","10.2","2.2","0.9","9.1","0.0","0.9","0.1","1.8","0.3","0.1","0.3","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","841","2.762","20.0","15.8","18.9","13.3","21.9","5.7","2.4",".",".","1.3","0.2",".","0.1",".",".","0.4"
"Sophomore","","1640","3.090","30.4","16.5","21.6","11.7","13.5","2.1","1.0","0.2",".","2.3","0.1",".","0.2","0.1","0.1","0.3"
"Junior","","1834","3.041","27.4","17.9","24.0","10.7","13.6","3.5","1.0","0.5",".","0.8",".",".","0.2","0.2",".","0.2"
"Senior","","2875","3.213","37.4","16.7","20.9","8.5","10.3","2.3","0.9","1.4",".","0.9","0.1","0.1","0.3","0.1","0.2","0.1"
"Undergraduates","","7190","3.084","31.2","16.9","21.6","10.3","13.2","2.9","1.1","0.8",".","1.2","0.1","0.0","0.3","0.1","0.1","0.2"
"Special","","133","3.388","40.6","10.5","15.8","4.5","4.5","0.8","1.5","14.3",".",".",".",".",".",".","6.0","1.5"
"Graduate","","2126","3.692","36.2","9.8","7.0","0.5","0.5","0.0","0.0","37.0","0.1",".",".","8.0","0.5",".","0.4","."
"Prof Yr 1","","8","3.923","62.5","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".","12.5","."
"Prof Yr 2","","5","3.036","40.0","20.0",".",".","40.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","17","3.526","58.8",".","17.6","11.8",".",".",".",".",".",".",".","5.9",".",".","5.9","."
"Professionals","","30","3.500","56.7","6.7","10.0","6.7","6.7",".",".","3.3",".",".",".","3.3",".",".","6.7","."
"","College Total","9479","3.152","32.5","15.1","18.2","8.0","10.2","2.2","0.9","9.1","0.0","0.9","0.1","1.8","0.3","0.1","0.3","0.2"
