"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10211","3.324","34.3","24.1","25.0","7.1","5.9","1.2","0.5","1.6","0.0","0.2",".","0.1","0.0","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","132","2.838","15.9","17.4","25.8","17.4","12.9","4.5","3.0",".",".","3.0",".",".",".",".",".","."
"Sophomore","","782","2.986","24.4","13.8","31.5","10.1","13.3","4.5","1.3","0.4",".","0.5",".",".",".","0.3",".","."
"Junior","","2615","3.212","28.2","20.2","32.7","9.5","7.2","1.3","0.5","0.2","0.0","0.1",".",".",".","0.0",".","."
"Senior","","3815","3.275","28.3","25.8","27.4","8.2","6.9","1.1","0.4","1.7",".","0.1",".",".","0.0","0.1","0.1","."
"Undergraduates","","7344","3.214","27.6","22.4","29.7","9.0","7.8","1.6","0.6","1.0","0.0","0.2",".",".","0.0","0.1","0.0","."
"Special","","194","3.393","38.1","25.8","20.6","7.2","3.6","0.5","1.0","2.6","0.5",".",".",".",".",".",".","."
"Graduate","","2626","3.668","52.5","28.9","12.3","1.7","0.8","0.0","0.0","3.0","0.0",".",".","0.3","0.0","0.1","0.2","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","10","3.761","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","36","3.490","41.7","27.8","19.4","5.6","2.8",".",".","2.8",".",".",".",".",".",".",".","."
"Professionals","","47","3.529","42.6","31.9","17.0","4.3","2.1",".",".","2.1",".",".",".",".",".",".",".","."
"","College Total","10211","3.324","34.3","24.1","25.0","7.1","5.9","1.2","0.5","1.6","0.0","0.2",".","0.1","0.0","0.1","0.1","."
