"","999
071","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
087","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
098","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","34","3.955","88.2","8.8",".",".","",".",".",".",".","",".",".","",".","",".","2.9",".",".","."
"MUS PERF
664","Dept. Total","538","3.845","79.0","13.8","4.5","1.3","",".","0.2","0.4","0.2","",".",".","",".","",".","0.4","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.827","75.9","18.5","3.7","1.9","",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","65","3.772","76.9","15.4","4.6","1.5","",".","1.5",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","74","3.721","70.3","17.6","6.8","4.1","",".",".","1.4",".","",".",".","",".","",".",".",".",".","."
"Senior","","182","3.844","75.8","15.4","6.6","1.1","",".",".",".","0.5","",".",".","",".","",".",".",".","0.5","."
"Undergraduates","","375","3.803","74.9","16.3","5.9","1.9","",".","0.3","0.3","0.3","",".",".","",".","",".",".",".","0.3","."
"Special","","20","3.932","80.0","20.0",".",".","",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","143","3.921","89.5","6.3","1.4",".","",".",".","0.7",".","",".",".","",".","",".","1.4","0.7",".","."
"","Dept. Total","538","3.845","79.0","13.8","4.5","1.3","",".","0.2","0.4","0.2","",".",".","",".","",".","0.4","0.2","0.2","."
