"ALS","","","","","","","","","","","","","","","","","","","","","",""
"WILDLIFE ECOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","","",""
"WL ECOL
960","Dept. Total","278","3.248","39.2","15.8","17.6","6.8","7.9","1.4","1.8","7.6","",".",".","",".","1.4","",".",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","31","3.017","22.6","12.9","32.3","16.1","9.7",".","3.2",".","",".",".","",".",".","",".",".",".","3.2"
"Junior","","67","3.052","40.3","10.4","19.4","7.5","14.9","4.5","3.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","129","3.325","40.3","24.8","17.8","7.0","7.0","0.8","1.6",".","",".",".","",".","0.8","",".",".",".","."
"Undergraduates","","229","3.202","38.0","18.8","20.5","8.3","9.6","1.7","2.2",".","",".",".","",".","0.4","",".",".",".","0.4"
"Special","","3","3.857","66.7",".","33.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","46","3.888","43.5","2.2","2.2",".",".",".",".","45.7","",".",".","",".","6.5","",".",".",".","."
"","Dept. Total","278","3.248","39.2","15.8","17.6","6.8","7.9","1.4","1.8","7.6","",".",".","",".","1.4","",".",".",".","0.4"
