"L&S","","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATIVE DISORDERS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","","",""
"COM DIS
252","Dept. Total","1154","3.370","48.2","19.0","16.8","4.6","5.7","2.2","1.5","1.7","",".",".","",".","",".","0.1","0.1",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.021","24.0","16.0","35.3","7.3","10.0","4.0","2.7",".","",".",".","",".","",".",".",".",".","0.7"
"Sophomore","","240","3.171","42.1","12.9","19.2","7.9","10.0","3.8","3.3","0.4","",".",".","",".","",".",".",".",".","0.4"
"Junior","","189","3.260","39.7","21.7","19.0","5.8","7.9","3.2","2.1","0.5","",".",".","",".","",".",".",".",".","."
"Senior","","196","3.382","41.8","25.0","18.4","5.6","5.6","1.5","0.5","1.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","775","3.216","37.9","18.7","22.1","6.7","8.4","3.1","2.2","0.6","",".",".","",".","",".",".",".",".","0.3"
"Special","","26","3.686","69.2","15.4","7.7",".",".","3.8",".","3.8","",".",".","",".","",".",".",".",".","."
"Graduate","","353","3.795","69.1","19.8","5.9","0.3","0.3",".",".","4.0","",".",".","",".","",".","0.3","0.3",".","."
"","Dept. Total","1154","3.370","48.2","19.0","16.8","4.6","5.7","2.2","1.5","1.7","",".",".","",".","",".","0.1","0.1",".","0.2"
