"AFRO-AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"AFROAMER
106","Dept. Total","783","3.236","29.2","24.9","24.6","8.6","6.1","1.7","1.4","2.8",".",".",".","",".","0.3","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","2.784","17.0","5.7","45.3","9.4","13.2","5.7","3.8",".",".",".",".","",".",".",".",".","."
"Sophomore","","225","3.231","29.3","30.7","18.2","10.2","6.2","3.1","1.3","0.4",".",".",".","",".",".",".",".","0.4"
"Junior","","197","3.180","26.4","25.9","26.9","7.6","6.6","1.5","2.5","1.5",".",".",".","",".","1.0",".",".","."
"Senior","","259","3.298","28.6","24.7","28.2","8.5","5.4",".","0.4","3.9",".",".",".","",".",".","0.4",".","."
"Undergraduates","","734","3.207","27.4","25.5","26.0","8.9","6.5","1.8","1.5","1.9",".",".",".","",".","0.3","0.1",".","0.1"
"Special","","8","3.300","25.0","12.5",".","25.0",".",".",".","25.0",".",".",".","",".",".",".","12.5","."
"Graduate","","38","3.889","65.8","18.4",".",".",".",".",".","15.8",".",".",".","",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","3","3.333","33.3",".","66.7",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","783","3.236","29.2","24.9","24.6","8.6","6.1","1.7","1.4","2.8",".",".",".","",".","0.3","0.1","0.1","0.1"
