"TERM : 1034","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2002-2003","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"OPHTHALMOLOGY AND VISUAL  Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","",""
"","699
011
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","699
030
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","699
291
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Directed Study","Course Total
6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","",".  
.  
16.7
."
"OPHTHALM
702","6
Dept. Total","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","",".  
.  
16.7
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","",""
"Sophomore","1","",".",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
100.0
."
"Junior","4","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","",".  
.  
16.7
."
"","Dept. Total
6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","",".  
.  
16.7
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 352 of 397"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
