"","699
020","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","3","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Classical Literature & Culture","970
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","495","3.369","34.7","30.3","17.8","6.1","5.3","2.0","0.6","2.2","0.2",".","",".","",".","",".","0.6","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.203","30.3","18.2","33.3","3.0","6.1","6.1",".",".",".",".","",".","",".","",".","3.0",".","."
"Sophomore","","158","3.426","41.8","29.1","10.8","8.2","7.6","1.3",".","0.6",".",".","",".","",".","",".","0.6",".","."
"Junior","","136","3.341","29.4","37.5","19.1","6.6","2.9","2.9","0.7","0.7",".",".","",".","",".","",".",".",".","."
"Senior","","148","3.309","28.4","30.4","22.3","4.7","5.4","1.4","1.4","5.4","0.7",".","",".","",".","",".",".",".","."
"Undergraduates","","475","3.350","33.3","31.2","18.3","6.3","5.5","2.1","0.6","2.1","0.2",".","",".","",".","",".","0.4",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","25.0",".",".","",".","",".","",".","25.0","25.0","."
"Graduate","","16","3.883","81.3","12.5","6.3",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","495","3.369","34.7","30.3","17.8","6.1","5.3","2.0","0.6","2.2","0.2",".","",".","",".","",".","0.6","0.2","."
