"","996
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"CHEM
224","Dept. Total","4395","3.000","26.2","14.6","24.2","9.4","14.4","3.0","1.6","4.6",".","1.0","0.0","0.7","0.0","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","837","2.893","16.8","16.8","28.1","13.3","20.9","2.7","0.8",".",".",".",".",".",".","0.2","0.2","."
"Sophomore","","1385","3.047","26.2","15.8","27.7","9.3","16.6","2.9","1.4",".",".",".",".",".",".","0.1",".","."
"Junior","","976","2.994","29.0","14.5","26.0","9.7","14.3","3.8","2.4",".",".",".",".",".","0.1",".",".","0.1"
"Senior","","633","2.892","29.7","14.8","22.7","11.1","12.8","4.6","3.5","0.2",".","0.2",".",".","0.2","0.3",".","."
"Undergraduates","","3831","2.975","25.5","15.6","26.5","10.6","16.3","3.4","1.9","0.0",".","0.0",".",".","0.1","0.1","0.1","0.0"
"Special","","49","3.148","36.7","12.2","16.3","8.2","14.3","2.0",".","6.1",".",".",".",".",".",".","4.1","."
"Graduate","","668","3.648","44.8","5.7","5.8","0.3","0.1",".",".","31.1",".","6.7","0.1","4.8",".",".","0.4","."
"Prof Yr 3","","2","3.000","50.0",".",".",".","50.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","#Num!","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","4","3.000","50.0",".",".",".","25.0",".",".","25.0",".",".",".",".",".",".",".","."
"","Dept. Total","4552","3.000","28.4","14.1","23.4","9.0","13.9","2.9","1.6","4.7",".","1.0","0.0","0.7","0.0","0.1","0.2","0.0"
