"TERM : 1034","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2002-2003","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1345","3.429","29.7","37.1","20.5","4.8","2.0","0.8","0.2","2.4","0.1","1.9","",".","0.1","0.1","0.2","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Freshmen","97","3.461","22.7","51.5","21.6","1.0","2.1",".",".",".",".",".","",".",".",".","1.0",".","."
"Sophomore","273","3.430","27.8","41.4","22.3","5.9","1.5","1.1",".",".",".",".","",".",".",".",".",".","."
"Junior","350","3.352","22.6","40.9","21.4","6.9","2.9","1.1","0.3",".",".","3.4","",".",".",".","0.6",".","."
"Senior","490","3.413","31.8","33.9","23.1","4.9","2.2","0.8","0.4","0.6",".","2.2","",".",".",".",".",".","."
"Undergraduates","1210","3.404","27.5","39.0","22.3","5.4","2.2","0.9","0.2","0.2",".","1.9","",".",".",".","0.2",".","."
"Special","13","3.622","38.5","30.8","15.4",".",".",".",".",".",".","7.7","",".",".",".",".","7.7","."
"Graduate","122","3.830","50.0","18.9","3.3",".",".",".",".","23.8","0.8","0.8","",".","1.6","0.8",".",".","."
"Dept. Total","1345","3.429","29.7","37.1","20.5","4.8","2.0","0.8","0.2","2.4","0.1","1.9","",".","0.1","0.1","0.2","0.1","."
