"Advanced Fieldwork","670
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
033","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","791
012","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","251","3.548","59.4","19.5","15.1","2.4","1.6","0.4","0.4","0.8","",".","0.4","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.531","50.0","14.3","21.4","7.1","7.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","23","3.640","73.9","17.4","4.3",".",".","4.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.739","73.3","20.0","3.3",".",".",".","3.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","179","3.514","55.9","20.7","18.4","2.8","1.7",".",".","0.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","246","3.545","59.3","19.9","15.4","2.4","1.6","0.4","0.4","0.4","",".",".","",".","",".","",".",".",".","."
"Special","","4","4.000","75.0",".",".",".",".",".",".",".","",".","25.0","",".","",".","",".",".",".","."
"Graduate","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","251","3.548","59.4","19.5","15.1","2.4","1.6","0.4","0.4","0.8","",".","0.4","",".","",".","",".",".",".","."
