"","999
039","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
042","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
043","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","8","4.000","87.5",".",".",".",".",".",".",".",".",".","",".",".","12.5",".",".","."
"ED PSYCH
315","Dept. Total","1041","3.558","49.4","19.4","16.1","5.4","2.7","0.5","0.1","5.0","0.3",".","",".","0.5","0.5",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.367","38.0","24.0","20.0","12.0","2.0",".","2.0",".",".",".","",".",".",".",".",".","2.0"
"Sophomore","","206","3.451","46.1","19.9","19.9","8.3","4.9","1.0",".",".",".",".","",".",".",".",".",".","."
"Junior","","182","3.434","41.8","22.5","24.2","6.0","4.4","1.1",".",".",".",".","",".",".",".",".",".","."
"Senior","","302","3.488","42.1","25.8","19.2","7.3","3.0","0.3",".","2.3",".",".","",".",".",".",".",".","."
"Undergraduates","","740","3.456","42.8","23.2","20.7","7.6","3.8","0.7","0.1","0.9",".",".","",".",".",".",".",".","0.1"
"Special","","20","4.000","95.0",".",".",".",".",".",".",".",".",".","",".",".","5.0",".",".","."
"Graduate","","280","3.864","63.6","10.4","5.4",".",".",".",".","16.1","1.1",".","",".","1.8","1.4",".",".","0.4"
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1041","3.558","49.4","19.4","16.1","5.4","2.7","0.5","0.1","5.0","0.3",".","",".","0.5","0.5",".",".","0.2"
