"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","31","3.935","96.8",".",".",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"","160
001","","18","3.333","22.2","50.0","5.6","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","160
002","","21","3.524","47.6","23.8","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","003
160","","23","3.696","60.9","21.7","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","160
004","","14","3.269","35.7","28.6","14.3","7.1",".",".","7.1",".",".",".",".",".",".","7.1",".","."
"Architectural Graphics","Course Total","","76","3.487","43.4","30.3","13.2","7.9","2.6",".","1.3",".",".",".",".",".",".","1.3",".","."
"","170
001","","19","3.526","42.1","31.6","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","","20","3.275","30.0","35.0","20.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","170
003","","19","3.711","52.6","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","","58","3.500","41.4","34.5","15.5","6.9",".",".","1.7",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","001
231","","128","3.133","27.3","23.4","17.2","18.8","11.7",".","1.6",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","232
001","","89","3.000","15.7","16.9","34.8","19.1","9.0","1.1","1.1",".",".",".",".",".","1.1",".","1.1","."
"","240
001","","26","2.712","19.2","11.5","34.6","7.7","11.5","7.7","7.7",".",".",".",".",".",".",".",".","."
"","002
240","","22","2.886","27.3","4.5","27.3","9.1","27.3","4.5",".",".",".",".",".",".",".",".",".","."
"","003
240","","21","2.667","33.3","4.8","9.5","14.3","23.8","4.8","9.5",".",".",".",".",".",".",".",".","."
"","004
240","","22","3.205","40.9","4.5","22.7","18.2","13.6",".",".",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","","91","2.863","29.7","6.6","24.2","12.1","18.7","4.4","4.4",".",".",".",".",".",".",".",".","."
"","291
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","291
018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","050
291","","14","3.500","42.9","28.6","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","Course Total","","17","3.667","52.9","23.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","299
019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","","28","3.456","35.7","28.6","21.4","7.1",".","3.6",".","3.6",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","29","3.490","37.9","27.6","20.7","6.9",".","3.4",".","3.4",".",".",".",".",".",".",".","."
"","306
001","","21","2.905","19.0","19.0","33.3","9.5","9.5","4.8","4.8",".",".",".",".",".",".",".",".","."
"","003
306","","21","2.881","14.3","19.0","14.3","33.3","19.0",".",".",".",".",".",".",".",".",".",".","."
"","004
306","","23","2.804","13.0","13.0","21.7","34.8","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","306
005","","20","2.875","30.0","20.0","15.0","5.0","20.0",".","10.0",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","","85","2.865","18.8","17.6","21.2","21.2","15.3","2.4","3.5",".",".",".",".",".",".",".",".","."
"","307
001","","13","3.154","15.4","15.4","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","","15","3.400","40.0","13.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","","11","3.182",".","54.5","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","307
004","","9","3.222","11.1","22.2","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","","10","3.300","10.0","40.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","","15","3.333","20.0","33.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","007
307","","11","3.182","18.2","18.2","54.5",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","307
008","","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","","94","3.298","21.3","26.6","44.7","5.3","2.1",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","43","3.233","18.6","32.6","30.2","14.0","4.7",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","45","3.133","11.1","33.3","31.1","20.0","4.4",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","","88","3.182","14.8","33.0","30.7","17.0","4.5",".",".",".",".",".",".",".",".",".",".","."
"","001
314","","41","3.110","7.3","26.8","51.2","9.8","4.9",".",".",".",".",".",".",".",".",".",".","."
"","314
002","","37","3.000","8.1","18.9","51.4","8.1","13.5",".",".",".",".",".",".",".",".",".",".","."
"Intro-Competitv Manufactrng","Course Total","","78","3.058","7.7","23.1","51.3","9.0","9.0",".",".",".",".",".",".",".",".",".",".","."
